sku,nombre,regular,tecnico,cananea,mayoreo_menos,mayoreo_mas,notas
277,SELLO TRANSMISION MBOL DELGADO,15.00,0.00,,15.00,0.00,sin_decimal_para_cananea
87,SELLO TRANSMISION WW,55.00,30.00,,30.00,0.00,sin_decimal_para_cananea
16400795,SENSOR DE TRANSMISION LAV SAMSUNG INVERTER  16400795,1600.00,,,,1600.00,un_solo_precio_distinto;sin_decimal_para_cananea
315,SENSOR DE VELOCIDAD MB K,100.99,,100.99,,100.99,un_solo_precio_distinto
ebd48922821,SENSOR DE VIBRACION LG ORG. EBD48922821,600.00,,,,600.00,un_solo_precio_distinto;sin_decimal_para_cananea
1134,SENSOR HALL MOTOR LG 6501KW2001A,120.00,73.09,73.09,120.00,73.09,
1135,SENSOR HALL MOTOR LG 6501KW2002A,78.05,,78.05,,78.05,un_solo_precio_distinto
1427,SENSOR HALL MOTOR SAMSUNG DC31‑00076A‑E,76.98,,76.98,,76.98,un_solo_precio_distinto
1996,SENSOR HALL MOTOR SAMSUNG DC31‑00098A,250.00,220.00,132.78,190.00,132.78,
dc97‑21487d,SENSOR HALL SAMSUNG DC97‑21487D ORG.,490.00,430.00,258.83,370.00,258.83,
1122,SENSOR IMAN PUERTA LAV. SAMSUNG ORG.,230.00,200.00,,180.00,170.00,sin_decimal_para_cananea
1123,SENSOR LAVASECADORA SAMSUNG DC93‑00329A,200.00,140.00,,125.00,115.00,sin_decimal_para_cananea
1624,SENSOR MOTOR HALL SAMSUNG GEN DC31‑00153A,90.73,,90.73,,90.73,un_solo_precio_distinto
wpw10178988,SENSOR MOTOR WH CABRIO W10178988,1500.00,1250.00,822.18,1100.00,822.18,
520,SEPARADOR AGITADOR ALTO WH GEN WASHER,25.00,11.45,11.45,25.00,11.45,
3350389,SEPARADOR AGITADOR ALTO WH ORG WASHER,70.00,60.00,34.22,50.00,34.22,
1560,SOPORTE HORQUILLA CENTRO LAV. MB,100.00,69.99,69.99,69.99,0.00,
1418,SOPORTE SOLO TARJETA SENSOR MODERNA,90.00,75.00,43.98,65.00,43.98,
7503033971659,SOPORTE SUSP. KIT 3 GEN PADS,85.00,60.00,14.38,40.00,14.38,
w910010096,SOPORTE SUSP. KIT 3 WHO,56.73,,56.73,,56.73,un_solo_precio_distinto
1383,SOPORTE TINA TRANS. WH COPACABANA,198.57,,198.57,,198.57,un_solo_precio_distinto
2011,SOPORTE TINA TRANS. WH COPACABANA S/CANDADO,161.44,,161.44,,161.44,un_solo_precio_distinto
634,SOPORTE TINA WH GEN CANDADO,49.94,,49.94,,49.94,un_solo_precio_distinto
w10780051,SUSPENCION 59CM VERDE WH ORG. W10780051 W910020084,568.96,,568.96,,568.96,un_solo_precio_distinto
w10010044,SUSPENCION 60 CM WHO NEGRA,435.16,,435.16,,435.16,un_solo_precio_distinto
w910010083,SUSPENCION 65CM AMARILLA WH ORG.,587.66,,587.66,,587.66,un_solo_precio_distinto
964,"SUSPENCION FRONT. 11/12KG MB GAB27""",150.00,125.00,,125.00,0.00,sin_decimal_para_cananea
WW01F00370,SUSPENCION LAV MB 370 AZUL,125.60,103.44,,103.44,0.00,varios_con_decimales
979,SUSPENCION LAV. MABE G012 G003 WW01L00496,180.00,140.00,,130.00,0.00,sin_decimal_para_cananea
W10780046,SUSPENSION 60 CM. KIT 4 SET. W10780046 WH ORG,1090.00,965.00,,900.00,840.00,sin_decimal_para_cananea
w10820048,SUSPENSION AZUL 67CM WH ORG. RESORTE LARGO KIT 4 W10820048,2000.00,1820.00,1375.40,1620.00,1375.40,
1984,SUSPENSION AZUL 67CM WH. RESORTE LARGO KIT 4 W10820048 GEN,590.00,520.00,312.39,450.00,312.39,
249,SUSPENSION CL MABE ORG. 189D3916G023,135.00,78.85,78.85,135.00,78.85,
1584,SUSPENSION CL MABE ORG. 189D3916G024,155.00,150.00,97.12,140.00,97.12,
1329,SUSPENSION DAEWOO 58CM,700.00,620.00,,560.00,520.00,sin_decimal_para_cananea
1169,SUSPENSION DAEWOO 60.5CM 2 DEL. 2 TRAS.,327.65,,327.65,,327.65,un_solo_precio_distinto
dw1715,SUSPENSION DAEWOO 61.5CM ORG. AZUL‑BLANCO,256.20,0.00,256.20,256.20,0.00,
1170,SUSPENSION DAEWOO 62.5CM 2 DEL. 2 TRAS.,298.33,,298.33,,298.33,un_solo_precio_distinto
2174,SUSPENSION DAEWOO/SAMSUNG ORG. 62.5CM 2 DEL. 2 TRAS.,1350.00,1090.00,487.30,950.00,487.30,
WW01F00369,SUSPENSION LAV MABE 360 68CM VERDE,136.00,115.00,,115.00,0.00,sin_decimal_para_cananea
981,SUSPENSION LAV SAMSUNG/DAEWOO DC97‑16350 64CM,322.79,,322.79,,322.79,un_solo_precio_distinto
1412,SUSPENSION LAV WH NARANJA 61.5CM ORG.,900.00,830.00,563.20,750.00,563.20,
2096,SUSPENSION LAV. DAEWOO 67 CM.,650.00,540.00,290.89,430.00,290.89,
1682,SUSPENSION LG 4P 63.5 ORG 3921FZ3050U,1520.00,1340.00,,1250.00,1160.00,sin_decimal_para_cananea
1263,SUSPENSION MABE KRAKEN ORG 233D2080G005,195.00,175.00,103.79,150.00,103.79,
1264,SUSPENSION MABE KRAKEN ORG 233D2080G006,200.00,175.00,105.05,150.00,105.05,
1258,SUSPENSION MABE KRAKEN ORG. 233D2080G001,210.00,190.00,118.66,170.00,118.66,
1259,SUSPENSION MABE KRAKEN ORG. 233D2080G002,220.00,195.00,119.74,175.00,119.74,
1260,SUSPENSION MABE KRAKEN ORG. 233D2080G003,200.00,185.00,125.10,165.00,125.10,
1262,SUSPENSION MABE KRAKEN ORG. 233D2080G004,110.85,,110.85,,110.85,un_solo_precio_distinto
1265,SUSPENSION MABE KRAKEN ORG. 233D2080G007,200.00,180.00,105.59,150.00,105.59,
1266,SUSPENSION MABE KRAKEN ORG. 233D2080G008,101.30,,101.30,,101.30,un_solo_precio_distinto
1952,SUSPENSION MABE ORG. 189D3916G003,230.00,205.00,122.25,175.00,122.25,
1273,SUSPENSION MABE ORG. 189D3916G004,195.00,175.00,107.24,155.00,107.24,
1789,SUSPENSION MABE ORG. 189D3916G006,200.00,180.00,109.52,155.00,109.52,
1271,SUSPENSION MABE ORG. 189D3916G007,250.00,180.00,,250.00,180.00,sin_decimal_para_cananea
1272,SUSPENSION MABE ORG. 189D3916G008,200.00,185.00,116.71,165.00,116.71,
1269,SUSPENSION MABE ORG. 189D3916G009,110.77,,110.77,,110.77,un_solo_precio_distinto
1270,SUSPENSION MABE ORG. 189D3916G010,112.49,,112.49,,112.49,un_solo_precio_distinto
1311,SUSPENSION MABE ORG. 189D3916G011,210.00,190.00,123.88,170.00,123.88,
1312,SUSPENSION MABE ORG. 189D3916G012,180.00,165.00,113.15,155.00,113.15,
1267,SUSPENSION MABE ORG. 189D3916G015,224.64,,224.64,,224.64,un_solo_precio_distinto
1268,SUSPENSION MABE ORG. 189D3916G016,210.00,195.00,142.89,185.00,142.89,
742,SUSPENSION MABE ORG. 189D3916G017,195.00,170.00,103.69,145.00,103.69,
743,SUSPENSION MABE ORG. 189D3916G018,117.10,,117.10,,117.10,un_solo_precio_distinto
12302,SUSPENSION SAMSUNG 66.5CM GEN,750.00,660.00,399.39,580.00,399.39,
1376,SUSPENSION SAMSUNG 70 CM DC97‑5280S,850.00,750.00,395.05,650.00,395.05,
w11130356,SUSPENSION WH ORG AZUL 71 CM W11130356/W10735787,760.00,670.00,,620.00,575.00,sin_decimal_para_cananea
w11084453,SUSPENSION WH ORG. ROSA 59 CM 4P W11084453,476.24,,476.24,,476.24,un_solo_precio_distinto
w910010086,SUSPENSION WH VERDE 59.5 W910010086,850.00,,,,850.00,un_solo_precio_distinto;sin_decimal_para_cananea
W11217817,SUSPENSION WHO 66CM W11217817,623.52,,623.52,,623.52,un_solo_precio_distinto
1069,SWITCH BLOCAPUERTA WW ORG,480.00,0.00,,480.00,0.00,sin_decimal_para_cananea
302421670010,SWITCH BLOCAPUERTA WW ORG. 302421670010,950.00,850.00,,850.00,0.00,sin_decimal_para_cananea
1785,SWITCH BLOQUEAPUERTA SAMSUNG DC34‑00025B GEN,194.90,,194.90,,194.90,un_solo_precio_distinto
8318084,SWITCH CORTO LAV. WH ORG.,200.00,185.00,121.80,185.00,121.80,
199,SWITCH CORTO WH GEN.,110.00,90.00,,90.00,0.00,sin_decimal_para_cananea
1407,SWITCH DE BALANCE WH GEN,150.00,100.00,80.01,90.00,80.01,
w11025892,SWITCH DE BALANCE WH OR W11025892,200.00,160.00,83.99,120.00,83.99,
dw1704,SWITCH DE TAPA LAVADORA DAEWOO ORIGINAL C/PALANCA,370.00,330.00,,310.00,285.00,sin_decimal_para_cananea
985,SWITCH DE TEMP. WH ORG. 7 POSICIONES 8564136,700.00,649.99,649.99,649.99,0.00,
206216,SWITCH DE TEMPERATURA MAYTAG DE BOTONES 206216,870.00,606.94,606.94,870.00,606.94,
1839,"SWITCH ENSABMBLE SELECTOR 5, 6 Y 12 POS WW03F00577 / 233D2620G004",550.00,,,,550.00,un_solo_precio_distinto;sin_decimal_para_cananea
1462,SWITCH ENSAMBLE 4 SELECTORES LAV MABE KRAKEN ORIGINAL 90D2271G001,490.00,430.00,,400.00,375.00,sin_decimal_para_cananea
3355808,SWITCH LARGO WH GEN.,160.00,140.00,61.62,120.00,61.62,
33558082,SWITCH LARGO WH ORG.,450.00,380.00,,300.00,168.00,sin_decimal_para_cananea
1783,SWITCH LAV. DAEWOO 66148‑0005700,460.00,410.00,,380.00,350.00,sin_decimal_para_cananea
x0020xdcsx,"SWITCH PUERTA LAV FRONTAL MAYTAG WP8182634, WH10X10006",1900.00,0.00,,1900.00,0.00,sin_decimal_para_cananea
x003xetjiz,SWITCH PUERTA LAV SAMS DC34‑00025D,865.00,765.00,,715.00,660.00,sin_decimal_para_cananea
1447,SWITCH PUERTA LAV SAMS DC34‑00025E,750.00,665.00,399.51,575.00,399.51,
X003CJBJC5,SWITCH PUERTA LAV. LG EBF61215202,730.00,,,,730.00,un_solo_precio_distinto;sin_decimal_para_cananea
2310,SWITCH PUERTA LAV. MABE/GE WH08X32657,1150.00,1000.00,,935.00,870.00,sin_decimal_para_cananea
ebf49827801,SWITCH PUERTA LG FRONTAL EBF49827801 ORG,1800.00,1600.00,,1450.00,0.00,sin_decimal_para_cananea
2218,SWITCH SELECTOR 12 POS. 228C1256G006 MABE ORG.,140.00,110.00,,80.00,39.00,sin_decimal_para_cananea
2315,SWITCH SELECTOR 4 POS. LAV WH. W10414398,160.00,130.00,54.54,100.00,54.54,
1465,SWITCH SELECTOR 4 Y 8 POS KRAKEN 233D2199G001,360.00,300.00,,280.00,260.00,sin_decimal_para_cananea
1724,SWITCH SELECTOR 8 POS MBK 3 PIN 228C1256G005 / WW01F00341,140.00,125.00,,115.00,105.00,sin_decimal_para_cananea
1475,SWITCH SELECTOR 8 POST MBK 233D2294G001,200.00,170.00,,160.00,150.00,sin_decimal_para_cananea
1472,SWITCH SELECTOR ENS 4 Y6 POS MBK233D2270G001,350.00,310.00,,290.00,270.00,sin_decimal_para_cananea
1463,SWITCH SELECTOR ENSAMBLE 3 SELECTORES LAV MABE KRAKEN ORIGINAL 290D2271G001,365.00,320.00,,300.00,280.00,sin_decimal_para_cananea
w11195059,SWITCH SELECTOR WH ORG W11195059,430.00,380.00,225.67,325.00,225.67,
134101800e,SWITCH TAPA LAV WW C/PALANCA GEN,179.01,,179.01,,179.01,un_solo_precio_distinto
w11302950,SWITCH TAPA WH ORG NEGRO NUEVO LARGO W11543567,660.00,585.00,351.86,490.00,351.86,
1281,SWITCH VELOCIDAD WH 3954573,1520.00,0.00,,1520.00,0.00,sin_decimal_para_cananea
x0048wzz7z,SWITCH. PUERTA LAVAPLATOS GE. WD21X10490,490.00,420.00,254.62,365.00,254.62,
137193200,TAPA AGITADOR ELECTROLUX 137193200,130.00,,,,130.00,un_solo_precio_distinto;sin_decimal_para_cananea
1944,TAPA AGITADOR LAV. FRIGIDAIRE 3204395,60.00,45.00,17.33,30.00,17.33,
1019,TAPA AGITADOR MB KR. GRIS,60.00,42.00,,42.00,0.00,sin_decimal_para_cananea
118,TAPA AGITADOR Ww C/ROSCA,80.00,0.00,,80.00,0.00,sin_decimal_para_cananea
1372,TAPA MOTOBOMBA VARIAS MARCAS,150.00,0.00,,150.00,0.00,sin_decimal_para_cananea
117,TAPA P/AGITADOR G,40.00,0.00,,40.00,0.00,sin_decimal_para_cananea
w11377430,TARJETA BATMAN ACU W11385756/W11377430,2500.00,2099.99,2099.99,2099.99,1990.00,
1882,TARJETA BOTONES KRAKEN 233D2215G001,332.80,,332.80,,332.80,un_solo_precio_distinto
1212,"TARJETA BOTONES MABE ORG. ""T""189D2761G009",180.00,130.00,,130.00,120.00,sin_decimal_para_cananea
W10781579,TARJETA CONTROL AUXILIAR LAV. WH. ORG. W10781579,920.00,820.00,437.86,700.00,437.86,
W11201274,TARJETA CONTROL LAV. WHIRPOOL W11201274,7300.00,,,,7300.00,un_solo_precio_distinto;sin_decimal_para_cananea
233D2306G002,TARJETA CONTROL MABE CENTRO LAVADO MOD: MCL2040 233D2306G002,2449.64,,2449.64,,2449.64,un_solo_precio_distinto
w10788354,TARJETA CONTROL PRINC. W10788354 WH ORG,2300.00,1590.00,,1450.00,1330.00,sin_decimal_para_cananea
w11179245,TARJETA CONTROL PRINC. W11179245 WH ORG.,1730.07,,1730.07,,1730.07,un_solo_precio_distinto
w11518672,TARJETA CONTROL PRINC. W11518672 WH ORG,866.11,,866.11,,866.11,un_solo_precio_distinto
w11518673,TARJETA CONTROL PRINC. W11518673 WH ORG,839.89,,839.89,,839.89,un_solo_precio_distinto
w11518675,TARJETA CONTROL PRINC. W11518675 WH ORG,2090.00,1850.00,866.11,1600.00,866.11,
w11518677,TARJETA CONTROL PRINC. W11518677 WH ORG,2090.00,1850.00,829.89,1600.00,829.89,
W11518677,TARJETA CONTROL PRINC. W11518677 WH ORG.,865.59,,865.59,,865.59,un_solo_precio_distinto
W11518678,TARJETA CONTROL PRINC. W11518678 WH ORG,1107.25,,1107.25,,1107.25,un_solo_precio_distinto
w11518679,TARJETA CONTROL PRINC. W11518679 WH ORG,866.25,,866.25,,866.25,un_solo_precio_distinto
w11518680,TARJETA CONTROL PRINC. W11518680 WH ORG,1049.80,,1049.80,,1049.80,un_solo_precio_distinto
W11518682,TARJETA CONTROL PRINC. W11518682,2090.00,1840.00,1111.90,1600.00,1111.90,
W11518688,TARJETA CONTROL PRINC. W11518688 WH ORG,2090.00,1840.00,839.88,1600.00,839.88,
W11518690,TARJETA CONTROL PRINC. W1151890 WH ORG,2090.00,1850.00,902.40,1650.00,902.40,
1900,TARJETA CONTROL SIRUS360 REF MA‑G,750.00,680.00,543.30,650.00,543.30,
5304500453,TARJETA CTLR.ELEC. 137275305 5304500453,3400.00,3130.00,,2890.00,2650.00,sin_decimal_para_cananea
ww01f01800,TARJETA DE CONTROL MABE KRAKEN WW01F01800,3400.00,2750.00,,2600.00,2550.00,sin_decimal_para_cananea
4609725,TARJETA DE CONTROL PARA REFRIGERADOR MABE,350.00,0.00,,350.00,0.00,sin_decimal_para_cananea
7503028596379,TARJETA DE CONTROL UNIVERSAL LAVADORA,750.00,600.00,510.01,550.00,510.01,
1449,TARJETA DISPLAY LAV WH ORG. 6 LEDS W11295684,296.71,,296.71,,296.71,un_solo_precio_distinto
1073,TARJETA DISPLAY LAV WP ORIGINAL 6 LEDS W11295686,328.96,,328.96,,328.96,un_solo_precio_distinto
1171,TARJETA DISPLAY MABE SIRUS NUEVO WR01F02537,1500.00,1300.00,,1250.00,0.00,sin_decimal_para_cananea
2031,TARJETA LAV. SAMSUNG FRONTAL DC92‑02547C / DC92‑02551C/ DC,1650.00,1460.00,880.62,1265.00,880.62,
2030,TARJETA LAV. SAMSUNG INVERTER ORG. DC92‑00388,2250.00,1990.00,1199.74,1720.00,1199.74,
DC92‑0149B,TARJETA LAV. SAMSUNG PERILLA DC92‑0149B,1900.00,,,,1900.00,un_solo_precio_distinto;sin_decimal_para_cananea
1920,TARJETA LAVADORA FRONTAL LG EBR79950206,4000.00,3349.50,3349.50,4000.00,3349.50,
1636,TARJETA LAVADORA FRONTAL LG EBR79950239,5600.00,0.00,,5600.00,0.00,sin_decimal_para_cananea
1261,TARJETA MABE TNT 189D3853G012 R20 WW01F00366,2850.00,2400.01,,2250.01,0.00,varios_con_decimales
xrww85517,TARJETA SELECTOR WH O W1196162,1050.00,920.00,,860.00,800.00,sin_decimal_para_cananea
106,TARJETA SENSOR PESO MB G. ROSA,23.15,,23.15,,23.15,un_solo_precio_distinto
105,TARJETA SENSOR PESO MB O. C.NEG.,100.00,0.00,,100.00,0.00,sin_decimal_para_cananea
1283,TERMISTOR LAVASECADORA LG 6322FR2046B,400.00,350.00,,350.00,0.00,sin_decimal_para_cananea
198,TERMOACTUADOR MBAQ,150.00,125.00,71.87,100.00,71.87,
3392519,TERMOFUSIBLE DELGADO WH ORG.,150.00,115.00,63.76,90.00,63.76,
2181,TERMOSTATO LAVASECADORA LG 6931FR3108A,390.00,330.00,,290.00,250.00,sin_decimal_para_cananea
W10572831,TIMER 4 TERM. ACROS W10572831,580.00,515.00,359.31,445.00,359.31,
W10185786,TIMER LAV. WH. ORG. W10185786,4900.00,3887.73,3887.73,4900.00,3887.73,
8546685,TIMER LAVADORA WH ORG. 8546685,3600.00,0.00,,3600.00,0.00,sin_decimal_para_cananea
603,TIMER MECANICO 1 PERILLA 4 TERM. 15 MIN,200.00,160.00,58.01,140.00,58.01,
605,TIMER MECANICO 1 PERILLA 4 TERM. 45 MIN,200.00,160.00,58.01,140.00,58.01,
1970,TIMER MECANICO 1 PERILLA 7 TERM. 15 MIN,200.00,160.00,58.01,140.00,58.01,
240,TIMER METALICO WHO 378133,1900.00,0.00,,1900.00,0.00,sin_decimal_para_cananea
wp3949208,TIMER PARA LAVADORA WH. ORG. W3949208,3900.00,3700.00,,3600.00,3500.00,sin_decimal_para_cananea
wp3951702,TIMER RELOJ LAV. WH ORG. 3951702,2750.00,2550.00,,2550.00,0.00,sin_decimal_para_cananea
18,TIRANTE LAVADORA MO,20.00,11.03,11.03,20.00,11.03,
1768,TIRANTE SUSPENCION MABE GRANDE,11.63,,11.63,,11.63,un_solo_precio_distinto
358237,TORNILLO AGITADOR 7/16,95.00,85.00,51.11,70.00,51.11,
1126,TORNILLO AGITADOR DAEWOO ORG.,70.00,45.00,,45.00,35.00,sin_decimal_para_cananea
1127,TORNILLO AGITADOR SAMSUNG GEN.,50.00,45.00,,35.00,25.00,sin_decimal_para_cananea
896,TORNILLO AGITADOR WH GEN,15.46,,15.46,,15.46,un_solo_precio_distinto
20,TORNILLO AGITADR MAA,9.70,,9.70,,9.70,un_solo_precio_distinto
1482,TORNILLO LARGO MB AM,25.00,0.00,,25.00,0.00,sin_decimal_para_cananea
7503026414163,TRANS. 11 D C/POLEA 173MM ACROS/WH GEN,250.00,190.00,87.09,130.00,87.09,
50130,TRANS. WH ACOP. ENS. O,3300.00,0.00,,3300.00,0.00,sin_decimal_para_cananea
TRLAWH004,TRANSMICION CLUTCH LAV. WH,1450.00,1350.00,876.97,1260.00,876.97,
881,TRANSMISION 11 DIENTES C/POLEA SIRVE MABE,250.00,200.00,,200.00,0.00,sin_decimal_para_cananea
391,TRANSMISION CENTRO DE LAVADO AQUAS. MABE,1950.00,1750.00,,1750.00,0.00,sin_decimal_para_cananea
1968,TRANSMISION CLUTHG LG GEN 426EA101A,1550.00,1300.00,787.50,1130.00,787.50,
1173,TRANSMISION CON BASE MABE AMZ FLOTADOR BASE CHICA 189D3593G002,1745.46,,1745.46,,1745.46,un_solo_precio_distinto
9691,TRANSMISION CON BASE MBAQ 19KG,2018.40,0.00,2018.40,2018.40,0.00,
W10762611,TRANSMISION CON SOPORTE COPACABANA ORG. W10762611,2300.00,1990.00,1614.24,1990.00,1614.24,
2306,TRANSMISION CORTA  LAV. KOBLENZ,500.00,350.00,141.90,250.00,141.90,
2133,TRANSMISION DAEWOO TIPO 3617301000,1420.00,1250.00,755.17,1085.00,755.17,
W10715767,TRANSMISION FLECHA CORTA WH CON SENSOR W10715767,2464.12,,2464.12,,2464.12,un_solo_precio_distinto
897,TRANSMISION FLECHA CORTA WH DIGITAL SIN BASE,521.31,,521.31,,521.31,un_solo_precio_distinto
2016,TRANSMISION FLECHA CORTA WH DIGITAL SIN BASE C/RANURA,523.75,,523.75,,523.75,un_solo_precio_distinto
W11454741,TRANSMISION FLECHA LARGA WH. ORG.,3700.00,,,,3700.00,un_solo_precio_distinto;sin_decimal_para_cananea
2204,TRANSMISION KIT CON TUERCA Y POLEA ACROS,600.00,490.00,282.10,405.00,282.10,
1806,TRANSMISION KRAKEN PLATO DELGADO S/BASE,1450.00,1250.00,,1170.00,1084.00,sin_decimal_para_cananea
1805,TRANSMISION KRAKEN PLATO GRANDE S/BASE,1660.00,1530.00,1024.28,1380.00,1024.28,
167,TRANSMISION LARGA WH S/BASE,718.62,,718.62,,718.62,un_solo_precio_distinto
2045,TRANSMISION LAV. SAMSUNG IVERTER DC97‑717900A,1870.00,1650.00,997.50,1430.00,997.50,
2038,TRANSMISION LAV. SAMSUNG ORG. DC97‑16984B,2450.00,2100.00,1358.10,1900.00,1358.10,
1757,TRANSMISIÓN LAVADORA MABE AMAZONAS TIPO VSIMTY 188D2871G001,146.74,,146.74,,146.74,un_solo_precio_distinto
1378,TRANSMISION LAVADORA MABE KRAKEN GEN SIN BASE,1950.00,1700.00,,1675.01,1659.99,varios_con_decimales
1889,TRANSMISION LG 166MM POLEA 138MM EJE EST.,250.00,200.00,,81.94,70.64,varios_con_decimales
7503026414316,TRANSMISION LG TIPO REGINA 4265EA1006C,1450.00,1250.00,,1180.00,1100.00,sin_decimal_para_cananea
169,TRANSMISION MABE 189D3593G005 ORG.,2100.00,1900.00,,1900.00,1800.00,sin_decimal_para_cananea
1293,TRANSMISION MABE AMAZONAS SIN BASE FLOTADOR,870.00,765.00,,730.00,690.00,sin_decimal_para_cananea
1356,TRANSMISION MABE AMZ 189D3530G002,1400.00,0.00,,1400.00,0.00,sin_decimal_para_cananea
1357,TRANSMISION MABE AMZ 189D3530G002 GENERICA,700.00,600.00,,560.00,520.00,sin_decimal_para_cananea
1358,TRANSMISION MABE AMZ SIN ROSCA 189D3530G004,850.00,800.01,800.01,800.01,780.00,
1355,TRANSMISION MABE CENTRO LAV 189D5234G001,2900.00,2700.00,,2520.00,2340.00,sin_decimal_para_cananea
1174,TRANSMISION MABE CON BASE 189D3187G002,2400.00,2100.00,1334.39,1900.00,1334.39,
2290,TRANSMISION MABE KRAKEN ORG.  233D2549G002,2900.00,2600.00,,2900.00,2600.00,sin_decimal_para_cananea
1906,TRANSMISION MABE KRAKEN PLATO ALTO AMER. CON BASE 233D2549G005,3100.00,2700.00,2018.40,2500.00,2018.40,
1003,TRANSMISION MABE ORG. CL 189D5234G003,2500.00,1933.82,1933.82,2500.00,1933.82,
407,TRANSMISION MABE WW01F01067 ORG.,2200.00,2000.00,,1900.00,1800.00,sin_decimal_para_cananea
170,TRANSMISION MB KR 16‑17KG PLATO DELGADO 233D2549G006,1828.80,,1828.80,,1828.80,un_solo_precio_distinto
171,TRANSMISION MB KR 18‑22 PLATO GRANDE 233D2549G001,1693.69,,1693.69,,1693.69,un_solo_precio_distinto
30,TRANSMISION MBAM CON BASE FLOTADOR 189D3593G001,1600.00,1450.00,907.20,1300.00,907.20,
168,TRANSMISION MBAQ,1850.00,1600.00,,1600.00,0.00,sin_decimal_para_cananea
804,TRANSMISION METALICA DAEWOO,1100.00,900.00,,900.00,0.00,sin_decimal_para_cananea
1115,TRANSMISION METALICA DAEWOO ORG. GM‑1300,1600.00,1400.00,,1250.00,1140.00,sin_decimal_para_cananea
7503026414323,TRANSMISION SAMSUNG GEN WG04F00381,639.45,,639.45,,639.45,un_solo_precio_distinto
1576,TRANSMISION VMAX CARGA W11393685,6300.00,5700.00,,5700.00,4750.00,sin_decimal_para_cananea
1883,TRANSMISION WH FLECHA CORTA SELLO GRANDE W11454734,4900.00,4500.00,2991.16,4300.00,2991.16,
7503028596591,TRANSMISION WH SIRVE INTERLAV ACROS 3966930,950.00,840.00,481.11,700.00,481.11,
2170,TRANSMISION WH. ORG. FLECHA CORTA SIN BASE W11130752,730.54,,730.54,,730.54,un_solo_precio_distinto
4265EY1003P,TRANSMSION LAV. LG 4265EY1003P POLEA PLANA,2600.00,2400.00,1687.85,2300.00,1687.85,
164,TRNASMISION MABE AMAZONAS SIN ROSCA,940.00,939.99,939.99,939.99,0.00,
112,TUERCA CONICA 1/4 AC,20.00,10.00,,10.00,0.00,sin_decimal_para_cananea
1160,TUERCA GRUESA LG SAMSUNG IZQ. ANTIGUA,160.00,150.00,76.24,130.00,76.24,
24,TUERCA LAVADORA MABE K,26.91,,26.91,,26.91,un_solo_precio_distinto
103,TUERCA LEAMB IZ. FINA AMZ,40.00,,,,40.00,un_solo_precio_distinto;sin_decimal_para_cananea
21366,TUERCA P/BLOCK WH O.,44.59,,44.59,,44.59,un_solo_precio_distinto
1161,TUERCA POLEA MOTOR MABE KRAKEN,25.00,20.00,,15.00,10.00,sin_decimal_para_cananea
197,TUERCA ROSCA ESTANDAR MBOL,60.00,45.00,26.20,40.00,26.20,
328,TUERCA ROSCA ESTANDAR MBOL GEN,52.20,45.00,52.20,45.00,0.00,
1125,TUERCA TINA DAEWOO ORG.,120.00,90.00,51.17,70.00,51.17,
1147,TUERCA TINA MAYTAG ORG,600.00,335.00,,310.00,300.00,sin_decimal_para_cananea
523,TUERCA TINA MY SELLO,116.35,,116.35,,116.35,un_solo_precio_distinto
1278,TUERCA TINA SAMSUNG DAEWOO LG,19.33,,19.33,,19.33,un_solo_precio_distinto
1124,TUERCA TINA SAMSUNG ORG MODERNA.,135.00,120.00,75.76,110.00,75.76,
1310,TURBINA MABE MODERNA SEC. WE16M15 WW02A00073,680.00,585.00,,585.00,550.00,sin_decimal_para_cananea
w10349492,TURBINA WHO WPW10349492,1230.00,1080.00,652.62,940.00,652.62,
970,"VALVULA DE SERVICIO 5/8"" 3 VIAS",245.00,200.00,,200.00,0.00,sin_decimal_para_cananea
2009,VENTILADOR MOTOR Y MAGNETICO MABE KRAKEN 233D2408G003,290.00,260.00,158.24,225.00,158.24,
868,ZAPATA FRENO MB OLIM,27.40,,27.40,,27.40,un_solo_precio_distinto
7503026177181,ASPA GRIS CCW 13.5D,70.00,50.00,15.96,35.00,15.96,
1932,BASE PARA PORTAVASO NB ORG,200.00,185.00,122.86,150.00,122.86,
1491,COMPONENTE ELECTRONICO PARA TARJETA MY LNK306PN,290.00,0.00,,290.00,0.00,sin_decimal_para_cananea
1934,COPLE CHICO DE MOTOR NB,60.00,45.00,27.83,35.00,27.83,
1943,COPLE CUCHILLA GRANDE NB,65.00,55.00,30.46,45.00,30.46,
1937,COPLE DE CUCHILLA CHICO NB,50.00,40.00,25.73,30.00,25.73,
1933,COPLE GRANDE DE MOTOR NB,70.00,60.00,36.23,45.00,36.23,
1469,"COPLE, TAZA Y CUADRO JUEGO SIRVE OSTER",13.81,,13.81,,13.81,un_solo_precio_distinto
1480,CUADRO CON ROSCA ECONOMICA OSTER GEN,10.00,6.90,6.90,10.00,6.90,
1478,CUADRO CON ROSCA Y PUNTA GEN,20.00,15.00,,15.00,0.00,sin_decimal_para_cananea
1477,CUADRO LARGO OSTER GEN,15.00,10.00,6.90,10.00,6.90,
2061,CUCHILLA CHICA BD,140.00,115.00,65.63,95.00,65.63,
034264487949,CUCHILLA DE 4 ASPAS OSTER TRADICIONAL,70.54,,70.54,,70.54,un_solo_precio_distinto
