sku,nombre,regular,tecnico,cananea,mayoreo_menos,mayoreo_mas,notas
034264427327,CUCHILLA DE 6 ASPAS OSTER,278.40,243.60,,180.00,145.62,varios_con_decimales
2060,CUCHILLA GRANDE BD,160.00,130.00,71.93,100.00,71.93,
1654,CUCHILLA LICUADORA B&D GRIS CHICO,80.00,60.00,52.20,55.00,52.20,
34264487949,CUCHILLA PICAHIELO CON ANILLO DE GOMA,130.00,115.00,,105.00,100.00,sin_decimal_para_cananea
1931,CUCHILLA PORTA VASO NB,300.00,,,,300.00,un_solo_precio_distinto;sin_decimal_para_cananea
1945,CUCHILLA PORTAVASO NB TIPO 2,340.00,310.00,189.53,270.00,189.53,
2121,CUCHILLA PORTAVASO NB TIPO C MAGIC,160.00,150.00,88.30,140.00,88.30,
2064,CUCHULLA HAMILTON *STRONG* COPLE CHICO,140.00,120.00,75.70,110.00,75.70,
1828,DIAFRAGMA BONJOUR T‑FAL,80.00,65.00,35.93,55.00,35.93,
1825,DIAFRAGMA C/CDA DERECHO TAURUS,85.00,70.00,37.90,60.00,37.90,
1809,DIAFRAGMA CHICO B&D,60.00,50.00,31.19,45.00,31.19,
WP9704291,DIAFRAGMA CON EMPAQUE WH WP9704291,1400.00,1300.00,1009.50,1300.00,1009.50,
1814,DIAFRAGMA CUISINART,85.00,75.00,46.21,65.00,46.21,
1813,DIAFRAGMA DIGITAL B&D,70.00,65.00,37.80,55.00,37.80,
1821,DIAFRAGMA EURO BLENDER PHILLIPS,65.00,55.00,32.88,45.00,32.88,
1819,DIAFRAGMA FACICLIC,70.00,60.00,35.91,50.00,35.91,
1810,DIAFRAGMA GRANDE B&D,60.00,50.00,31.19,45.00,31.19,
1812,DIAFRAGMA HOME ANTIGUO B&D,80.00,70.00,37.80,60.00,37.80,
1811,DIAFRAGMA HOME MODERNO B&D,60.00,50.00,32.80,45.00,32.80,
1817,DIAFRAGMA HOMETECH,125.00,110.00,66.88,95.00,66.88,
1822,DIAFRAGMA HR PHILLIPS,120.00,105.00,63.31,90.00,63.31,
1826,DIAFRAGMA ISIS TAURUS,85.00,70.00,41.30,60.00,41.30,
1818,DIAFRAGMA MITEK UNICO,90.00,80.00,46.30,70.00,46.30,
1824,DIAFRAGMA MODERNO TX2001 PHILLIPS,85.00,70.00,41.30,60.00,41.30,
1827,DIAFRAGMA RAGAZZA TAURUS,90.00,,,,90.00,un_solo_precio_distinto;sin_decimal_para_cananea
1823,DIAFRAGMA TOOP ECONOMICO PHILLIPS,75.00,60.00,32.14,50.00,32.14,
1820,DIAFRAGMA TURBOBLENDER,135.00,120.00,71.82,100.00,71.82,
1816,DIAFRAGMA WAVE HAMILTON,125.00,110.00,65.20,95.00,65.20,
1815,DIAFRAGMA WAVE STATION HAMILTON,135.00,120.00,71.82,100.00,71.82,
1929,EMPAQUE PARA NB BLANCO,25.00,15.00,9.50,15.00,9.50,
1928,EMPAQUE PARA NB GRIS,30.00,20.00,15.23,20.00,15.23,
1679,EMPAQUE VASO LIQ OSTER,40.00,30.00,,25.00,20.00,sin_decimal_para_cananea
1939,INTERRUPTOR DE SEGURIDAD NB,60.00,50.00,29.40,40.00,29.40,
1940,JUEGO DE CARBONES NB,30.00,25.00,7.36,15.00,7.36,
1457,PORTA VASO 5 COST. SIRVE OSTER,60.00,45.00,20.08,35.00,20.08,
1479,PORTAVASO 3 COSTILLAS OSTER GEN,70.00,50.00,,50.00,0.00,sin_decimal_para_cananea
2059,PORTAVASO DIGITAL GRANDE B&D,90.00,80.00,50.93,70.00,50.93,
2058,PORTAVASO DIGITAL MEDIANO B&D,90.00,75.00,46.73,65.00,46.73,
2057,PORTAVASO ENT. GRANDE CRUSH MASTER,60.00,45.00,23.10,35.00,23.10,
2159,TAPA CUADRADA CON TAPON PARA LICUADORA OSTER,90.00,70.00,,50.00,21.00,sin_decimal_para_cananea
1849,TAPA VASO LICUADORA OSTER CUADRADA,100.00,80.00,19.65,65.00,19.65,
1921,TAPA VASO LICUADORA OSTER REDONDA,100.00,80.00,,70.00,65.00,sin_decimal_para_cananea
2063,VASO ARMADO IRROMPIBLE TIPO HAMILTON,220.00,180.00,106.10,150.00,106.10,
2056,VASO B&D ALTO ENTRADA GRANDE,150.00,120.00,,80.00,42.00,sin_decimal_para_cananea
W10555711,VASO C/ DIAFRAGMA BASE REDONDA W10555711,2100.00,2000.00,1732.50,2000.00,1732.50,
1848,VASO COMPLETO CON TAPA CUADRADA VITAMIX,900.00,830.00,559.62,720.00,559.62,
1416,VASO DE VIDRIO CUADRADO OSTER,88.30,70.40,,88.30,70.40,varios_con_decimales
1466,VASO PARED DELGADA PLASTICO SIRVE OSTER,130.00,110.00,42.17,90.00,42.17,
1476,VASO PLASTICO PARED GRUESA GEN,200.00,160.00,,160.00,0.00,sin_decimal_para_cananea
2062,VASO REDONDO IRROMPIBLE HAMILTON,130.00,100.00,52.30,80.00,52.30,
2068,VASO STAR DE MARKROLON,95.00,80.00,48.83,70.00,48.83,
2120,EMPAQUE 17 A 20 LTS EKOE,150.00,130.00,78.30,110.00,78.30,
2110,EMPAQUE 4 LTS CON FUSIBLE Y PERNO PRESTO,100.00,80.00,,60.00,40.00,sin_decimal_para_cananea
2111,EMPAQUE 6 LTS CON FUSIBLE Y PERNO PRESTO,100.00,80.00,,60.00,40.00,sin_decimal_para_cananea
2123,EMPAQUE DE OLLA 12LT. PRESTO,65.00,55.00,38.34,45.00,38.34,
2122,EMPAQUE DE OLLA AMERICANA 6L.,85.00,70.00,43.06,60.00,43.06,
2124,EMPAQUE PARA OLLA 4LTS,50.00,40.00,24.50,30.00,24.50,
2116,EMPAQUE PARA OLLA EKCO 4LTS,160.00,150.00,,65.00,44.20,varios_con_decimales
2117,EMPAQUE PARA OLLAS EKCO 5LTS,100.00,85.00,44.20,65.00,44.20,
2112,EMPAQUE SILICON NO.22 T‑FAL/MAEFE,150.00,130.00,75.70,110.00,75.70,
2113,EMPAQUE SILICON NO.24 T‑FAL/MAGEFE,150.00,130.00,77.80,110.00,77.80,
2114,EMPAQUE SILICON NO.26 T‑FAL/MAGEFE,160.00,145.00,86.63,125.00,86.63,
2115,EMPAQUE SILICON NO.28 T‑FAL/MAGEFE,160.00,150.00,92.50,130.00,92.50,
7501059979222,EMPAQUE Y VALVULA PRESTO CLASSIC,230.00,210.00,128.20,180.00,128.20,
2119,INDICADOR DE PRESION EKCO CUISINE,130.00,115.00,68.40,95.00,68.40,
2118,INDICADOR DE PRESION EKCO MODERNO,110.00,95.00,57.80,80.00,57.80,
7501059975521,INDICADOR DE PRESION PRESTO,200.00,185.00,120.76,165.00,120.76,
7501059995383,KIT EMPAQUE FUSIBLE EKCO PLUS,200.00,180.00,110.30,155.00,110.30,
1402,MOTOR PARA CONDENSADOR TIPO VITRINA 1/70 10 W,261.88,,261.88,,261.88,un_solo_precio_distinto
8033158044154,12 JERINGAS DETECTOR DE FUGASFLOURESCENTE 7.5ML,550.00,0.00,,550.00,0.00,sin_decimal_para_cananea
1919,ABANICO DIFUSOR LG ORG EAU64824401,1740.00,1700.00,1015.10,1400.00,1015.10,
526,ACEITE BOMBA VACIO 500 ML,130.00,89.24,89.24,130.00,89.24,
7503033971789,ACEITE MINERAL 32/3 1LT ERRECOM,300.00,260.00,157.87,225.00,157.87,
7503033971819,ACEITE MINERAL 46 ERRECOM,320.00,270.00,163.22,230.00,163.22,
ac151t,ACEITE PARA BOMBA DE VACIO 500ML,70.47,,70.47,,70.47,un_solo_precio_distinto
1397,ACEITE PARA COMPRESOR REF. GAS 134/404/410 240ML,150.00,130.00,90.16,120.00,90.16,
1800,ACTUADOR BOMBA 30A 31251500,1740.00,,,,1740.00,un_solo_precio_distinto;sin_decimal_para_cananea
263,ADAPTADOR DIRECTO 1/4 DE PLASTICO P/JERINGA,120.00,0.00,,120.00,0.00,sin_decimal_para_cananea
264,ADAPTADOR DIRECTO 5/16 PLAST. P/JERINGA,150.00,0.00,,150.00,0.00,sin_decimal_para_cananea
265,ADAPTADOR FLEXIBLE P/JERINGA,82.99,0.00,82.99,82.99,0.00,
8033158041122,ADITIVO PARA ACIDEZ EN SISTEMAS A/C COOL‑SHOT ULTRA,530.00,430.00,,430.00,0.00,sin_decimal_para_cananea
788,"AISLAMIENTO FLEXIBLE ARMAFLEX P/TUBERIA 1 1/8""",100.00,70.00,,50.00,32.00,sin_decimal_para_cananea
299,AISLAMIENTO FLEXIBLE ARMAFLEX P/TUBERIA 5/8,70.00,55.00,30.16,45.00,30.16,
295,AISLAMIENTO FLEXIBLE ARMAFLEX P/TUBERIA 7/8,80.00,65.00,35.78,55.00,35.78,
921,AISLAMIENTO FLEXIBLE ARMAFLEZ P/TUBO 3/8,50.00,45.00,,40.00,29.00,sin_decimal_para_cananea
200D3719P001,ANAQUEL REF. MABE 200D3719P001,650.00,,,,650.00,un_solo_precio_distinto;sin_decimal_para_cananea
1116,ARNES COMPRESOR INVERTER SAMSUNG ORG.,194.25,,194.25,,194.25,un_solo_precio_distinto
503,ARRANCADOR 3N1 DE 1/12 A 1/5 HP,97.45,,97.45,,97.45,un_solo_precio_distinto
037103570192,"ARRANCADOR 3N1 DE 1/4‑ 1/3 HP ""GB""",240.00,205.00,119.37,175.00,119.37,
7503026177167,ASPA 4 HOJAS 110MM CCW BLANCA,70.00,50.00,15.96,35.00,15.96,
7503026177174,ASPA 4 HOJAS 80MM CCW BLANCA,70.00,50.00,15.96,35.00,15.96,
7503026177235,ASPA 4 HOJAS CCW NEGRO,70.00,50.00,15.96,35.00,15.96,
7503026177150,ASPA 4 HOJAS CW BLANCA,15.96,,15.96,,15.96,un_solo_precio_distinto
7503026177242,ASPA 4 HOJAS CW BLANCO,15.93,,15.93,,15.93,un_solo_precio_distinto
521,ASPA 5 HOJAS MOTOR EVAP REF.,30.00,0.00,,30.00,0.00,sin_decimal_para_cananea
241639502,"ASPA 7"" NEGRA ELEC ORG. 241639502",380.00,340.00,,300.00,252.00,sin_decimal_para_cananea
860,"ASPA ALUMINIO 8"" CCW",16.10,,16.10,,16.10,un_solo_precio_distinto
1862,"ASPA ALUMINIO 8"" CW",80.00,60.00,32.88,45.00,32.88,
1081,ASPA CHICA SAMSUNG,95.00,80.01,,64.99,0.00,varios_con_decimales
1695,"ASPA DE ALUMINIO 10"" CCW",90.00,69.99,69.99,60.00,50.00,
403,"ASPA DE ALUMINIO 10"" CW",38.85,,38.85,,38.85,un_solo_precio_distinto
1080,ASPA GRANDE SIRVE LG SAMSUNG,150.00,115.00,34.11,75.00,34.11,
wr01f00099,"ASPA PLAST. BUJE 1/8 4""",60.00,42.00,,42.00,0.00,sin_decimal_para_cananea
1694,"ASPA PLASTICO 10"" CW",160.00,140.00,,130.00,120.00,sin_decimal_para_cananea
1693,"ASPA PLASTICO 8"" CW",80.00,69.99,,64.99,60.00,varios_con_decimales
1082,ASPA TURBINA SAMSUNG ORG. DA31‑00242,150.00,120.00,,105.00,0.00,sin_decimal_para_cananea
2002,BASE PARA MINISPLIT DE 1 TON,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
7503026203019,BIMETAL 3 CABLES LG,90.00,60.00,35.81,60.00,35.81,
204,BIMETAL 60‑32 MB,45.00,,,,45.00,un_solo_precio_distinto;sin_decimal_para_cananea
7503026192535,BIMETAL 72‑44 MB,70.00,55.00,,55.00,0.00,sin_decimal_para_cananea
w10225581,BIMETAL DESHIELO WHAC,210.00,190.00,,190.00,0.00,sin_decimal_para_cananea
214,BIMETAL P/REF LG 6615JB2005U,28.75,,28.75,,28.75,un_solo_precio_distinto
618,BIMETAL PARA ELEC. DAEWOO CAFE,57.76,,57.76,,57.76,un_solo_precio_distinto
5303918202,BIMETAL WW ORG.,300.00,240.00,225.01,225.01,0.00,
7503026192504,BIMETAL Y FUSIBLE ELECTROLUX GEN,45.80,,45.80,,45.80,un_solo_precio_distinto
7503026203040,BIMETAL Y FUSIBLE REF. SM,37.75,,37.75,,37.75,un_solo_precio_distinto
7503053083370,BIMETAL Y FUSIBLE SM. DA47‑00243,110.00,75.00,32.53,65.00,32.53,
1962,BOMBA DE AGUA 70PSI DIAFRAGMA PORTATIL 3.5LT/MIN 12V 2A 36W,143.84,,143.84,,143.84,un_solo_precio_distinto
7503028596034,BOMBA DE VACIO 1 ETAPA 1/4HP 1.8CFM 5PA,2500.00,2300.00,1479.90,2100.00,1479.90,
037103575517,BOMBA DE VACIO 1/4 HP 1.8CFM 1 ETAPA GB,2300.00,1900.00,1376.35,1800.00,1376.35,
7503028596171,BOMBA DE VACIO 2 ETAPAS 110V 1/4 HP 1.8CFM 50L/MIN,3500.00,3200.00,2350.75,3000.00,2350.75,
1288,CABLE CALI. 12,20.00,0.00,,20.00,0.00,sin_decimal_para_cananea
2188661,CAJA PARA VERDURAS REF. WH. 2188661,2260.00,2000.00,1396.07,1730.00,1396.07,
WR01L13595,CAJON REF. VERDURAS MABE ORG. WR01L13595,1950.00,,,,1950.00,un_solo_precio_distinto;sin_decimal_para_cananea
1955,CAJON REFRIGERADOR MABE WR01L13595,1230.00,,,,1230.00,un_solo_precio_distinto;sin_decimal_para_cananea
2185,CAPACITOR DE ARRANQUE 100‑125 UF. 110 V.,80.00,60.00,29.24,45.00,29.24,
2186,CAPACITOR DE ARRANQUE 378‑490 UF A 110 V.,120.00,95.00,49.95,75.00,49.95,
2092,CAPACITOR DE TRABAJO DUAL 50+6UF 440V,230.00,180.00,74.44,120.00,74.44,
2091,CAPACITOR DE TRABAJO REDONDO 8UF 370V,60.00,45.00,21.51,35.00,21.51,
1913,CELDA PELTIER REFRIGERACION  TEC1‑12706 12V  2A 60W,150.00,130.00,80.40,115.00,80.40,
1275,CERRADOR AUTOMATICO PUERTA SAMSUNG ORG. DA97‑13070A,638.00,0.00,,638.00,0.00,sin_decimal_para_cananea
500,COLILLA UNION COBRE ALUMINIO,32.15,,32.15,,32.15,un_solo_precio_distinto
NJ2212GK,"COMPRESOR 1 1/2, NJ2212GK 110V 60HZ R404",15000.00,,,,15000.00,un_solo_precio_distinto;sin_decimal_para_cananea
1726,COMPRESOR 1/2 R290 HDQ_QD110UHW,2088.89,,2088.89,,2088.89,un_solo_precio_distinto
1918,COMPRESOR 1/3 R290 HDL_QD75UHW,1693.10,,1693.10,,1693.10,un_solo_precio_distinto
2259,COMPRESOR 1/4 R290 QD65UHW,3500.00,3000.00,1778.40,2600.00,1778.40,
1947,COMPRESOR 1/5 JIAXIPERA TB1114HY R600,1900.00,1600.00,939.75,1600.00,939.75,
1052,COMPRESOR DANFOOS 1/2HP,2500.00,2200.00,2099.99,2099.99,2000.00,
1837,COMPRESOR DANFOS 1/3 NF11FX,3200.00,,,,3200.00,un_solo_precio_distinto;sin_decimal_para_cananea
1040,COMPRESOR DANFOS 1/5HP,1740.00,0.00,,1740.00,0.00,sin_decimal_para_cananea
1745,COMPRESOR DANFOS SECOP NIDEC 3/4 HP 134A 115V SC18G,3850.00,,,,3850.00,un_solo_precio_distinto;sin_decimal_para_cananea
105g5913,COMPRESOR DANFOSS 1/4 PESADO R134 105G5913,2900.00,2400.00,,2900.00,2400.00,sin_decimal_para_cananea
102g3432,COMPRESOR DANFOSS 1/6 R134,1739.99,0.00,1739.99,1739.99,0.00,
2105,COMPRESOR DENEK 1/4 R134 ADW66T6,1800.00,1600.00,1181.96,1500.00,1181.96,
EMC3140U,COMPRESOR EMBRACO 1/2 INVERTER EMC3140U R290,5000.00,,,,5000.00,un_solo_precio_distinto;sin_decimal_para_cananea
513200759f16nlq25,COMPRESOR EMBRACO 1/3 FFU100HAK,2551.99,0.00,2551.99,2551.99,0.00,
513200902fb8bj2cx,COMPRESOR EMBRACO 1/4 FFU80HAX,2252.99,0.00,2252.99,2252.99,0.00,
1210,COMPRESOR EMBRACO 1/4HP LIV 110V R134 EM3Y60HLP,2200.00,1949.99,1949.99,1949.99,1900.00,
1349,COMPRESOR EMBRACO 1/5HP EM3U50HLP R134,2200.00,1800.00,,1750.00,1650.00,sin_decimal_para_cananea
NT6220GKV,COMPRESOR EMBRACO 3/4 115V R404 NT6220GKV,8500.00,,,,8500.00,un_solo_precio_distinto;sin_decimal_para_cananea
2162,COMPRESOR EMBRACO EMD55CLT R600 110V,2100.00,2000.00,1361.73,1900.00,1361.73,
VEMX11C+,COMPRESOR EMBRACO INVERTER R600 VEMX11C+,3500.00,,,,3500.00,un_solo_precio_distinto;sin_decimal_para_cananea
n21q33k687,COMPRESOR INVERTER LG ORG FMA102NBMA R600A,6300.00,5900.00,,5500.00,5300.00,sin_decimal_para_cananea
1c1x25621311‑13k987,COMPRESOR LG INVERTER 220V 51HZ FLD165NBMA,4200.00,3900.00,,3700.00,3500.00,sin_decimal_para_cananea
FLE165NAMA,COMPRESOR LG INVERTER 220V 53HZ FLE165NAMA R600,2142.70,,2142.70,,2142.70,un_solo_precio_distinto
1244,COMPRESOR LG INVERTER R134 220V PARA PROGRAMAR FLS075LANA,6900.00,6400.00,,6200.00,6000.00,sin_decimal_para_cananea
2012,COMPRESOR LG ORG. INVERTER 220V  BMG089NHMV,3900.00,3440.00,2076.70,2990.00,2076.70,
1233,COMPRESOR LG ORG. INVERTER 240V 60‑225HZ BMG110NHMV,3200.00,2900.00,,2000.00,1600.00,sin_decimal_para_cananea
1868,COMPRESOR PARA REFRIGERADOR TIPO VITRINA 110V R134A USO PESADO,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
1439,COMPRESOR REF LG INVERTER ORIGINAL 220V R600,3200.00,2600.00,,2450.00,2300.00,sin_decimal_para_cananea
NC1MV90ALP,COMPRESOR SAMSUNG INVERTER NC1MV90ALP 160‑260V 500‑200HZ,3800.00,,,,3800.00,un_solo_precio_distinto;sin_decimal_para_cananea
2277,COMPRESOR SAMSUNG INVERTER NF54M5151ARTT3 R600,6300.00,5600.00,,4850.00,3360.00,sin_decimal_para_cananea
2046,COMPRESOR SAMSUNG INVERTER NF54M7151ANTT3 R600,5000.00,4800.00,,4500.00,4350.00,sin_decimal_para_cananea
2137,COMPRESOR SAMSUNG INVERTER NN34J9902APTT3 R600,1141.89,,1141.89,,1141.89,un_solo_precio_distinto
929,COMPRESOR SIKELAN 1/10 QD30H11G,1500.00,1350.00,,1320.00,1280.00,sin_decimal_para_cananea
1440,COMPRESOR SIKELAN 1/2 HP R134 PESADO GQR14TD,3950.00,3250.00,,1888.48,1772.48,varios_con_decimales
2260,COMPRESOR SIKELAN 1/2 HP R404 110V GQR80KD,4050.00,3600.00,2155.90,3100.00,2155.90,
2300,COMPRESOR SIKELAN 1/2HP GQR70KD R404 110V,3800.00,3000.00,,2600.00,2350.00,sin_decimal_para_cananea
2348,COMPRESOR SIKELAN 1/3 LIVIANO  QD153Y11G R600 110V,2500.00,1950.00,,1410.00,1300.00,sin_decimal_para_cananea
105g5914,COMPRESOR SIKELAN 1/3 PESADO GQR11TD,1404.36,,1404.36,,1404.36,un_solo_precio_distinto
188,COMPRESOR SIKELAN 1/3 R134 ADW86T6,1215.57,,1215.57,,1215.57,un_solo_precio_distinto
2164,COMPRESOR SIKELAN 1/3 R404 110V GQR55KD,3250.00,2840.00,1557.84,2460.00,1557.84,
187,COMPRESOR SIKELAN 1/4 R134 ADW66T6,889.15,,889.15,,889.15,un_solo_precio_distinto
2163,COMPRESOR SIKELAN 1/4 R404 110V GQR45KD,2400.00,2100.00,1274.04,1830.00,1274.04,
2103,COMPRESOR SIKELAN 1/4HP 120V R600 QD142Y11G,2100.00,1850.00,1374.45,1700.00,1374.45,
181,COMPRESOR SIKELAN 1/5 LIV. 110V ADW51T6,495.46,,495.46,,495.46,un_solo_precio_distinto
2104,COMPRESOR SIKELAN 1/5HP 120V R600 QD128Y11G,2100.00,1750.00,1211.94,1650.00,1211.94,
182,COMPRESOR SIKELAN 1/6 110V ADW43T6,733.24,,733.24,,733.24,un_solo_precio_distinto
2301,COMPRESOR SIKELAN 1/6 R600 110V QD110Y11G,1900.00,1700.00,998.77,1490.00,998.77,
1979,COMPRESOR SIKELAN 1/9 QD35H11G 134A,1400.00,1300.00,649.20,950.00,649.20,
2347,COMPRESOR SIKELAN 3/4 PESADO GQR12KD R404 110V,3450.00,,,,3450.00,un_solo_precio_distinto;sin_decimal_para_cananea
1346,COMPRESOR SIKELAND 1/8 HP,1400.00,950.13,950.13,1400.00,950.13,
1194,COMPRESOR SIKELN 1/4HP PESADO,2500.00,2200.00,1299.62,2000.00,1299.62,
XXXX,COMPRESOR USADO DIF CAP,812.00,754.00,,754.00,0.00,sin_decimal_para_cananea
1102,COMPUERTA AIRE CON RESISTENCIA SAMSUNG ORG.,650.00,560.00,,530.00,490.00,sin_decimal_para_cananea
1103,COMPUERTA AIRE SIN RESISTENCIA SAMSUNGR ORG.,480.00,430.00,370.01,395.00,370.01,
1863,CONDENSADOR 1/4 ‑ 1/5,170.53,,170.53,,170.53,un_solo_precio_distinto
501,CONDENSADOR 1/4HP WH,650.00,0.00,,650.00,0.00,sin_decimal_para_cananea
1782,CONDENSADOR CUADRADO NEGRO,360.00,320.00,,290.00,265.00,sin_decimal_para_cananea
45,CONDENSADOR DE ENSAMBLE 7x17x16,780.00,610.00,,610.00,0.00,sin_decimal_para_cananea
1830,CONDENSADOR MABE PLANO CHICO ORG.,960.00,850.00,,790.00,735.00,sin_decimal_para_cananea
ACG76304502,CONDENSADOR REF. LG ACG76304502,2500.00,,,,2500.00,un_solo_precio_distinto;sin_decimal_para_cananea
W10530058,CONTROL AMBIENTAL L60T WH,161.64,,161.64,,161.64,un_solo_precio_distinto
1762,CONTROL DAMPER DE AIRE REF MABE ORG 197D2649P004 WR60X10239,500.00,435.00,327.12,435.00,327.12,
2024,CONTROL DAMPER TEMP. LG 4901JK1001B ORG.,490.00,430.00,257.61,370.00,257.61,
2084,CONTROL DAMPER TEMP. WH ORG. W10594329,660.00,585.00,353.23,510.00,353.23,
w10594330,CONTROL DAMPER TEMP. WH ORG. W10594330,700.00,630.00,,630.00,530.00,sin_decimal_para_cananea
2211031,CONTROL DE TEMP. WH 2211031,340.00,0.00,,340.00,0.00,sin_decimal_para_cananea
23,CONTROL DE TEMPERATURA WH ACROS ORG.,255.00,240.00,178.73,220.00,178.73,
124,CONTROL DE TMP. PERILLA P/COOLER,130.00,0.00,,130.00,0.00,sin_decimal_para_cananea
891,CONTROL TEMP. C/BULBO DAEWOO,200.00,160.00,85.27,120.00,85.27,
207,CONTROL TEMP. DOMESTICO BLANCO,150.00,100.00,,100.00,90.00,sin_decimal_para_cananea
142,CONTROL TEMP. ENFRIADOR VERDE 1127 CC,41.45,,41.45,,41.45,un_solo_precio_distinto
w10567140,CONTROL TEMPERATURA REF WHO W10567140,136.43,,136.43,,136.43,un_solo_precio_distinto
12,COPLE ANGULADO AUTOMOTRIZ BAJA AZUL,158.34,0.00,158.34,158.34,0.00,
13,COPLE RAPIDO ANGULADO ALTA ROJO,165.30,0.00,165.30,165.30,0.00,
255,CORTA TUBO 1/8 A 1 1/8,230.00,180.00,108.41,155.00,108.41,
254,CORTA TUBO MINI 1/8 A 5/8,95.00,85.00,50.68,80.00,50.68,
256,CORTATUBO TIPO MINI 1/8 A 1 1/8,120.00,103.00,,103.00,0.00,sin_decimal_para_cananea
1711,DAMPER MBGE WR01F01713 / 200D1535P002,570.00,499.99,499.99,465.00,435.00,
DA31‑00043F,DAMPER REF. SAMSUNG DA31‑00043F,920.00,810.00,,755.00,700.00,sin_decimal_para_cananea
242303001,DAMPER REGULADOR DE AIRE ELECT. 242303001,2840.00,2500.00,1751.97,2170.00,1751.97,
1657,DAMPER WH ORG WPW10257451,2100.00,0.00,,2100.00,0.00,sin_decimal_para_cananea
1896,DESLIZADOR TAMBOR SEC. AMANA GEN. 37001298,140.00,120.00,71.26,100.00,71.26,
88,DETECTOR DE FUGAS FLOURESCENTE P/AC 7.5ML.,70.00,45.00,,45.00,0.00,sin_decimal_para_cananea
@2722741@,DETECTOR DE FUGAS HALOGENO,750.00,640.00,,640.00,0.00,sin_decimal_para_cananea
1802,DETECTOR DE FUGAS INTERNO PARA SISTEMAS AA/R,100.00,,,,100.00,un_solo_precio_distinto;sin_decimal_para_cananea
wr01f01914,ELECTROVALVULA DOBLE 110V MABE 197D2638P006,265.53,,265.53,,265.53,un_solo_precio_distinto
1550,ELECTROVALVULA REF. LG ORG. AJU75632504,1890.00,1670.00,,1110.00,1008.00,sin_decimal_para_cananea
1784,ELECTROVALVULA REF. SAMSUNG DA62‑01477A,490.00,,,,490.00,un_solo_precio_distinto;sin_decimal_para_cananea
2089,ELECTROVALVULA REF. WH. K‑75985,420.00,370.00,222.91,320.00,222.91,
1001,ELECTROVALVULA SENCILLA WH ORH.,450.00,350.00,,350.00,0.00,sin_decimal_para_cananea
1446,ELECTROVALVULA SM ORG 12V PARA REFRIGERADOR DA62‑04242A,390.00,325.00,,305.00,285.00,sin_decimal_para_cananea
666201322060,ELECTROVALVULA WH ORG. REF. K‑75717‑AM,530.00,450.00,272.84,390.00,272.84,
ADX52752663,EMPAQUE DE PUERTA REF. LG ORG. ADX52752663,1200.00,1060.00,638.78,920.00,638.78,
1620,EMPAQUE PUERTA GRIS ELECTROLUX 216522370,2170.00,1910.00,1153.66,1660.00,1153.66,
1035,EMPAQUE PUERTA REF ELEC. WW. ORG.,1900.00,1727.48,1727.48,1727.48,0.00,
216522370,EMPAQUE PUERTA REF. ELECTROLUX 216522370 ORG,2100.00,1850.00,1332.50,1650.00,1332.50,
1779,EMPAQUE PUERTA REF. MABE WR01L02134 / 200D8748G009,590.00,520.00,,485.00,450.00,sin_decimal_para_cananea
330,EMPAQUES PARA MANOMETRO PIEZA,1.21,,1.21,,1.21,un_solo_precio_distinto
1706,EVAPORADOR 32X22,292.32,,292.32,,292.32,un_solo_precio_distinto
1707,EVAPORADOR 46X22,328.86,,328.86,,328.86,un_solo_precio_distinto
2173,EVAPORADOR LARGO VITRINA 15X10X80 CMS,3100.00,,,,3100.00,un_solo_precio_distinto;sin_decimal_para_cananea
271,EVAPORADOR MB 225D7985G001 44X30X19,1000.00,950.01,950.01,950.01,0.00,
2036,EVAPORADOR MODERNO SAMSUNG  DA96‑01230A,710.00,625.00,377.60,540.00,377.60,
2172,EVAPORADOR REF. MABE 221C8051G002 44X30X22,1700.00,1440.00,913.60,1250.00,913.60,
2171,EVAPORADOR REF. MABE WR01F03929 44X30X19CMS,1600.00,1390.00,895.24,1200.00,895.24,
1382,EVAPORADOR REF. MB 225D7438G001,900.00,770.00,465.28,670.00,465.28,
1991,EVAPORADOR SAMSUNG DA49‑00554C,660.00,580.00,351.71,505.00,351.71,
7503053083219,EVAPORADOR SAMSUNG/LG 35X19X5,820.00,720.00,433.62,625.00,433.62,
48,EVAPORADOR SERVIVAR36X12X24 TIPO MB,1150.00,900.00,,900.00,0.00,sin_decimal_para_cananea
2236,EVAPORADOR VITRINA 39CM,2200.00,2080.00,1303.62,1900.00,1303.62,
260,EVAPORADOR WH GRANDE,850.00,789.99,789.99,789.99,0.00,
259,EXPANSOR TUBO 5N1,135.21,,135.21,,135.21,un_solo_precio_distinto
159,FILTRO AGUA GE MSWF,900.00,880.00,,880.00,0.00,sin_decimal_para_cananea
156,FILTRO AGUA LARGO LG 5231JA2006A,650.00,573.01,573.01,573.01,0.00,
157,FILTRO AGUA LARGO LG 5231JA2006A CAJA NEGRA,500.00,400.00,,400.00,0.00,sin_decimal_para_cananea
158,FILTRO AGUA LG KM CORTO LT 500P 46‑9890 WF290,450.00,300.00,,300.00,0.00,sin_decimal_para_cananea
048231783705,FILTRO AGUA LG LT700 ORG,600.00,530.00,320.34,460.00,320.34,
1340,FILTRO AGUA MABE MWF GEN,196.10,,196.10,,196.10,un_solo_precio_distinto
