SKU,Nombre,Existencia,Categoria,Archivo_origen,precioVenta_sin_IVA,lista_regular_sin_IVA,lista_tecnico_sin_IVA,lista_cananea_sin_IVA,lista_mayoreo_menos_sin_IVA,lista_mayoreo_mas_sin_IVA,preciosPorListaCliente_json 
1573,NIPLE CAMPANA 3/8 PARA SEC.,23,SECADORAS,SECADORAS.xlsx,25.86,25.86,21.55,14.16,21.55,21.55,"{""regular"":25.86,""tecnico"":21.55,""cananea"":14.16,""mayoreo_menos"":21.55,""mayoreo_mas"":21.55}"
1582,"PERILLA CONTROL SEC, MBK",13,SECADORAS,SECADORAS.xlsx,275.86,275.86,241.38,56.72,224.14,206.9,"{""regular"":275.86,""tecnico"":241.38,""cananea"":56.72,""mayoreo_menos"":224.14,""mayoreo_mas"":206.9}"
1585,TURBINA MABE 234D2117P003 / WW02F00900,-1,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1595,FUSIBLE CORTO WH GEN,95,SECADORAS,SECADORAS.xlsx,68.97,68.97,51.72,15.01,43.1,34.48,"{""regular"":68.97,""tecnico"":51.72,""cananea"":15.01,""mayoreo_menos"":43.1,""mayoreo_mas"":34.48}"
1625,TIMER SECADORA WH W10436302,2,SECADORAS,SECADORAS.xlsx,1.72,1.72,0.86,0.86,0.86,0.86,"{""regular"":1.72,""tecnico"":0.86,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1631,TIMER SECADORA WH W10185992 / 602-1-AM,5,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1632,TIMER SECADORA WH W10185969 / 701-1-AM1631,1,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1652,RESISTENCIA SEC. MY. 503978,0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1661,POLEA TENSORA MABE GE ORG. 248C1196P001,13,SECADORAS,SECADORAS.xlsx,77.59,77.59,68.97,41.68,64.66,60.34,"{""regular"":77.59,""tecnico"":68.97,""cananea"":41.68,""mayoreo_menos"":64.66,""mayoreo_mas"":60.34}"
1662,SOPORTE TAMBOR SEC WW 131825900,24,SECADORAS,SECADORAS.xlsx,103.45,103.45,68.97,14.54,60.34,22.18,"{""regular"":103.45,""tecnico"":68.97,""cananea"":14.54,""mayoreo_menos"":60.34,""mayoreo_mas"":22.18}"
1669,JALADERA PUERTA MABE SEC. 228C2419P010,-4,SECADORAS,SECADORAS.xlsx,344.83,344.83,172.41,107.76,129.31,116.38,"{""regular"":344.83,""tecnico"":172.41,""cananea"":107.76,""mayoreo_menos"":129.31,""mayoreo_mas"":116.38}"
1681,TIMER SEC. GE MABE ORG 234D2377P007 / TMD1CM33,2,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1701,ESPREA SEC MABE NATURAL GEN,8,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1702,ESPREA SEC. MEDIANA MABE MILIMETRICA LP,106,SECADORAS,SECADORAS.xlsx,68.97,68.97,43.1,14.72,43.1,34.48,"{""regular"":68.97,""tecnico"":43.1,""cananea"":14.72,""mayoreo_menos"":43.1,""mayoreo_mas"":34.48}"
1708,TIMER SEC. WH W10436308,1,SECADORAS,SECADORAS.xlsx,1.72,1.72,1.72,0.86,1.72,0.86,"{""regular"":1.72,""tecnico"":1.72,""cananea"":0.86,""mayoreo_menos"":1.72,""mayoreo_mas"":0.86}"
1709,POLEA SEC. SAMSUNG,-14,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1722,PERILLA SELECTOR MABE/KRAKEN 323B2369G007,1,SECADORAS,SECADORAS.xlsx,129.31,129.31,60.34,38.79,47.41,43.1,"{""regular"":129.31,""tecnico"":60.34,""cananea"":38.79,""mayoreo_menos"":47.41,""mayoreo_mas"":43.1}"
1730,RESISTENCIA GENERAL ELECTRIC REDONDA,-1,SECADORAS,SECADORAS.xlsx,724.14,724.14,676.72,507.15,629.31,0.86,"{""regular"":724.14,""tecnico"":676.72,""cananea"":507.15,""mayoreo_menos"":629.31,""mayoreo_mas"":0.86}"
1756,POLEA SEC. WH 279640 GEN,7,SECADORAS,SECADORAS.xlsx,68.97,68.97,60.34,26.25,51.72,38.79,"{""regular"":68.97,""tecnico"":60.34,""cananea"":26.25,""mayoreo_menos"":51.72,""mayoreo_mas"":38.79}"
1760,TIMER SEC. WH W10185981,3,SECADORAS,SECADORAS.xlsx,2.59,2.59,1.72,0.86,1.72,1.72,"{""regular"":2.59,""tecnico"":1.72,""cananea"":0.86,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
1788,RETENEDOR RODAMIENTO SEC. MABE,0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1792,MOTOR VENTILADOR PARA CONDENSADOR 110V,-2,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1796,DUCTO FLEXIBLE 6,-7,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1801,TIMER SEC. GE MABE ORG 234D1296P017 TMD1TM26,8,SECADORAS,SECADORAS.xlsx,775.86,775.86,732.76,469.59,676.72,0.86,"{""regular"":775.86,""tecnico"":732.76,""cananea"":469.59,""mayoreo_menos"":676.72,""mayoreo_mas"":0.86}"
1869,"DUCTO DE PLASTICO 4"" 2.4M",9,SECADORAS,SECADORAS.xlsx,146.55,146.55,125.0,85.32,116.38,107.76,"{""regular"":146.55,""tecnico"":125.0,""cananea"":85.32,""mayoreo_menos"":116.38,""mayoreo_mas"":107.76}"
1870,FILTRO ATRAPAPELUSA MABE WE03X23881,-1,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1897,DESLIZADOR TAMBOR SEC. MAYTAG GEN. 306508,2,SECADORAS,SECADORAS.xlsx,86.21,86.21,73.28,56.03,64.66,60.34,"{""regular"":86.21,""tecnico"":73.28,""cananea"":56.03,""mayoreo_menos"":64.66,""mayoreo_mas"":60.34}"
189D7089P001,VALVULA SEC. MABE ORIGINAL 2 BOBINAS NUEVA,0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
189D7089P003,VALVULA SEC. MABE EASY GAS LP ORG. 189D7089P003,3,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
189D7089P016,VALVULA SEC. MABE ORG. BOBINA DUAL 189D7089P016,4,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1912,POLEA TENSORA AMANA SEC. 38225-REPL WP40045001,3,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1946,"KIT PARA SECADORA LG TERMISTOR, TERMOSTATO ORIGINAL",-1,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1976,TERMICO SEC. WH GEN L155-25F 4TERM. 3387134 SECADORA ELECTRICA,4,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
1977,TURBINA SEC. MAYTAG NEPTUNO 33001790,5,SECADORAS,SECADORAS.xlsx,655.17,655.17,577.59,347.67,538.79,500.0,"{""regular"":655.17,""tecnico"":577.59,""cananea"":347.67,""mayoreo_menos"":538.79,""mayoreo_mas"":500.0}"
1980,TIMER SECADORA WH W10185982,2,SECADORAS,SECADORAS.xlsx,1.72,1.72,1.72,0.86,0.86,0.86,"{""regular"":1.72,""tecnico"":1.72,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1985,POLEA TENSORA COMPLETA WH W10837240 GEN,1,SECADORAS,SECADORAS.xlsx,172.41,172.41,146.55,81.03,129.31,116.38,"{""regular"":172.41,""tecnico"":146.55,""cananea"":81.03,""mayoreo_menos"":129.31,""mayoreo_mas"":116.38}"
1989,IGNITOR TIPO CIGARRO MABE/ GE 248C1185G001,8,SECADORAS,SECADORAS.xlsx,637.93,637.93,564.66,431.03,500.0,465.52,"{""regular"":637.93,""tecnico"":564.66,""cananea"":431.03,""mayoreo_menos"":500.0,""mayoreo_mas"":465.52}"
2037,SOPORTE PUERTA SEC. SAMSUNG DC97-18057A,10,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
208,BOBINAS SEC. WHG,85,SECADORAS,SECADORAS.xlsx,163.79,163.79,142.24,76.66,133.62,77.22,"{""regular"":163.79,""tecnico"":142.24,""cananea"":76.66,""mayoreo_menos"":133.62,""mayoreo_mas"":77.22}"
212,"DUCTO FLEXIBLE 4""",0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2125,"REJILLA DE VENTILACION 4""",6,SECADORAS,SECADORAS.xlsx,77.59,77.59,60.34,33.5,56.03,51.72,"{""regular"":77.59,""tecnico"":60.34,""cananea"":33.5,""mayoreo_menos"":56.03,""mayoreo_mas"":51.72}"
2126,"VENTILA CON REJILLA 4""",10,SECADORAS,SECADORAS.xlsx,172.41,172.41,146.55,89.62,137.93,129.31,"{""regular"":172.41,""tecnico"":146.55,""cananea"":89.62,""mayoreo_menos"":137.93,""mayoreo_mas"":129.31}"
212D1460P001,VALVULA SEC. MABE ORIGINAL 3 BOBINAS COMPLETA,2,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2156,SWITCH SELECTOR 4 POS. 5 TERM. 212D1095P005,3,SECADORAS,SECADORAS.xlsx,275.86,275.86,241.38,1.72,215.52,193.97,"{""regular"":275.86,""tecnico"":241.38,""cananea"":1.72,""mayoreo_menos"":215.52,""mayoreo_mas"":193.97}"
2157,SWITCH SELECTOR 4 POS. 5 TERM. WE4M269,9,SECADORAS,SECADORAS.xlsx,258.62,258.62,219.83,125.3,198.28,181.03,"{""regular"":258.62,""tecnico"":219.83,""cananea"":125.3,""mayoreo_menos"":198.28,""mayoreo_mas"":181.03}"
2160,RESISTENCIA SEC. SAMSUNG DC47-00019A,-4,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2166,BANDA TAMBOR 4H WH. GEN 117CM 341241,9,SECADORAS,SECADORAS.xlsx,129.31,129.31,107.76,61.96,94.83,86.21,"{""regular"":129.31,""tecnico"":107.76,""cananea"":61.96,""mayoreo_menos"":94.83,""mayoreo_mas"":86.21}"
2168,TURBINA SEC. MABE 234D1593P001/WW02A00011,5,SECADORAS,SECADORAS.xlsx,250.0,250.0,215.52,74.77,189.66,163.79,"{""regular"":250.0,""tecnico"":215.52,""cananea"":74.77,""mayoreo_menos"":189.66,""mayoreo_mas"":163.79}"
2180,"REJILLA PARA EXTRACTOR DE ALUMINIO 8""",-1,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2189,FILTRO ATRAPAPELUSA SEC. MABE 254C1262G002,5,SECADORAS,SECADORAS.xlsx,422.41,422.41,336.21,199.92,310.34,288.79,"{""regular"":422.41,""tecnico"":336.21,""cananea"":199.92,""mayoreo_menos"":310.34,""mayoreo_mas"":288.79}"
2191,ARO TINA SOPORTE SEC. MABE WE3M20,4,SECADORAS,SECADORAS.xlsx,568.97,568.97,500.0,86.63,465.52,405.17,"{""regular"":568.97,""tecnico"":500.0,""cananea"":86.63,""mayoreo_menos"":465.52,""mayoreo_mas"":405.17}"
2192,ESPREA SEC. MAYTAG LP 2PZS,6,SECADORAS,SECADORAS.xlsx,172.41,172.41,137.93,103.45,129.31,120.69,"{""regular"":172.41,""tecnico"":137.93,""cananea"":103.45,""mayoreo_menos"":129.31,""mayoreo_mas"":120.69}"
2194,TIMER SEC. GE MABE ORG 234D2377P001,2,SECADORAS,SECADORAS.xlsx,775.86,775.86,588.02,411.7,0.86,0.86,"{""regular"":775.86,""tecnico"":588.02,""cananea"":411.7,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2198,RESISTENCIA SEC. SAMSUNG DC97-14486A,2,SECADORAS,SECADORAS.xlsx,0.86,0.86,0.86,573.48,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":573.48,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2261,TURBINA SEC. WH. 7 PUL. GEN. 696426,10,SECADORAS,SECADORAS.xlsx,181.03,181.03,159.48,61.33,146.55,137.93,"{""regular"":181.03,""tecnico"":159.48,""cananea"":61.33,""mayoreo_menos"":146.55,""mayoreo_mas"":137.93}"
2263,BANDA SEC. 4 HILOS 118.5CM WH GEN 661570,0,SECADORAS,SECADORAS.xlsx,181.03,181.03,159.48,96.63,150.86,137.93,"{""regular"":181.03,""tecnico"":159.48,""cananea"":96.63,""mayoreo_menos"":150.86,""mayoreo_mas"":137.93}"
2264,BANDA SEC. WW. ORG. 117.5CM 134503700,5,SECADORAS,SECADORAS.xlsx,336.21,336.21,310.34,193.21,284.48,250.0,"{""regular"":336.21,""tecnico"":310.34,""cananea"":193.21,""mayoreo_menos"":284.48,""mayoreo_mas"":250.0}"
2292,MOTOR SEC. MABE 234D1469P006 ORG,5,SECADORAS,SECADORAS.xlsx,724.14,724.14,0.86,0.86,0.86,0.86,"{""regular"":724.14,""tecnico"":0.86,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2297,REGULADOR B.P. CON MANERAL Y MANGUERA TUERCA 3/8 X 2MTS,25,SECADORAS,SECADORAS.xlsx,137.93,137.93,120.69,84.01,112.07,112.07,"{""regular"":137.93,""tecnico"":120.69,""cananea"":84.01,""mayoreo_menos"":112.07,""mayoreo_mas"":112.07}"
2298,COMPRESOR MABE 1/5 SU96XY1 115-127V R600,10,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2308,"LLAVE ANGULAR 3/8, 1/2",20,SECADORAS,SECADORAS.xlsx,81.9,81.9,73.28,48.35,68.97,64.66,"{""regular"":81.9,""tecnico"":73.28,""cananea"":48.35,""mayoreo_menos"":68.97,""mayoreo_mas"":64.66}"
231,"TERMOPAR P/BOILER CONPILOTO 14""",0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2311,FILTRO ATRAPAPELUSAS SECADORA WH. GEN. 339392,-3,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2316,BANDA SEC. WH. W11575710 ORG . 118.5CM,0,SECADORAS,SECADORAS.xlsx,258.62,258.62,224.14,100.81,211.21,189.66,"{""regular"":258.62,""tecnico"":224.14,""cananea"":100.81,""mayoreo_menos"":211.21,""mayoreo_mas"":189.66}"
2317,"NIPLE CAMPANA CODO 3/8, 1/2",0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
2319,TIMER SEC. WH. W10185992 / W11758408 GEN,3,SECADORAS,SECADORAS.xlsx,0.86,0.86,0.86,670.96,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":670.96,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
234868,ESPREA SOLA CONVERSION GAS LP ORG.,0,SECADORAS,SECADORAS.xlsx,560.34,560.34,77.59,64.66,0.0,0.0,"{""regular"":560.34,""tecnico"":77.59,""cananea"":64.66,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
234D2071G001,ARO FRICCION SEC EASY KRAKEN ORG. 234D2071G001,0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
239,PICTEL DE COBRE PARA REGULADOR DE GAS,0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
239087,FELPA SEC. WH. 239087,3,SECADORAS,SECADORAS.xlsx,706.9,706.9,655.17,476.69,629.31,603.45,"{""regular"":706.9,""tecnico"":655.17,""cananea"":476.69,""mayoreo_menos"":629.31,""mayoreo_mas"":603.45}"
248,FELPA SECADORA WH W10612022,3,SECADORAS,SECADORAS.xlsx,844.83,844.83,775.86,511.75,750.0,0.86,"{""regular"":844.83,""tecnico"":775.86,""cananea"":511.75,""mayoreo_menos"":750.0,""mayoreo_mas"":0.86}"
279570,GRAPAS PARA PUERTA 279570,12,SECADORAS,SECADORAS.xlsx,146.55,146.55,125.0,74.57,116.38,107.76,"{""regular"":146.55,""tecnico"":125.0,""cananea"":74.57,""mayoreo_menos"":116.38,""mayoreo_mas"":107.76}"
279640,POLEA TENSORA SOLA WHO,1,SECADORAS,SECADORAS.xlsx,86.21,86.21,86.21,54.3,77.59,59.13,"{""regular"":86.21,""tecnico"":86.21,""cananea"":54.3,""mayoreo_menos"":77.59,""mayoreo_mas"":59.13}"
279769,TERMOSTATO SEC. KIT WHO. 279769,68,SECADORAS,SECADORAS.xlsx,155.17,155.17,142.24,87.15,120.69,0.0,"{""regular"":155.17,""tecnico"":142.24,""cananea"":87.15,""mayoreo_menos"":120.69,""mayoreo_mas"":0.0}"
279827,MOTOR P/SEC. WH ORG. 279827,5,SECADORAS,SECADORAS.xlsx,1.72,1.72,1.72,0.86,0.86,0.86,"{""regular"":1.72,""tecnico"":1.72,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
279834V,BOBINAS DE GAS SEC. WH O.,71,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
279838,RESISTENCIA WH MODERNA. 279838,1,SECADORAS,SECADORAS.xlsx,732.76,732.76,646.55,0.86,0.86,0.86,"{""regular"":732.76,""tecnico"":646.55,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
280114,FELPA SEC. WH ORG. 280114,0,SECADORAS,SECADORAS.xlsx,689.66,689.66,646.55,421.16,646.55,0.0,"{""regular"":689.66,""tecnico"":646.55,""cananea"":421.16,""mayoreo_menos"":646.55,""mayoreo_mas"":0.0}"
294,COJINETE DESLIZABLE BLANCO,16,SECADORAS,SECADORAS.xlsx,51.72,51.72,43.1,24.8,43.1,38.79,"{""regular"":51.72,""tecnico"":43.1,""cananea"":24.8,""mayoreo_menos"":43.1,""mayoreo_mas"":38.79}"
306508,DESLIZADOR TAMBOR SECAD 306508,5,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
308D1415P003,BANDA SEC MABE 123CM 308D1415P003,20,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
33002535,"BANDA SEC, MAYTAG NEPTUNO 116 CM 33002535",3,SECADORAS,SECADORAS.xlsx,387.93,387.93,318.97,219.04,297.41,275.86,"{""regular"":387.93,""tecnico"":318.97,""cananea"":219.04,""mayoreo_menos"":297.41,""mayoreo_mas"":275.86}"
3387134,TERMICO SEC. WHO L155-25F 4 TERM. 3387134,-24,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
338906V,TERMOSTATO SENSOR FLAMA I WH MAY O.,4,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
339392,FILTRO ATRAPAPELUSAS SECADORA WH. ORG. 339392,0,SECADORAS,SECADORAS.xlsx,568.97,568.97,500.0,0.86,469.83,435.34,"{""regular"":568.97,""tecnico"":500.0,""cananea"":0.86,""mayoreo_menos"":469.83,""mayoreo_mas"":435.34}"
3406102,SWITCH TAPA WHORG. 2 CABLES,-25,SECADORAS,SECADORAS.xlsx,250.0,250.0,0.0,142.06,0.0,0.0,"{""regular"":250.0,""tecnico"":0.0,""cananea"":142.06,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
341241,BANDA TAMBOR 4H WH. ORG 117CM 341241,1,SECADORAS,SECADORAS.xlsx,336.21,336.21,318.97,112.28,306.03,284.48,"{""regular"":336.21,""tecnico"":318.97,""cananea"":112.28,""mayoreo_menos"":306.03,""mayoreo_mas"":284.48}"
349241T,RODILLO TAMBOR PAR WHO 349241,13,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
360,"ABRAZADERA PARA DUCTO DE 4""",1,SECADORAS,SECADORAS.xlsx,586.21,586.21,560.34,366.71,508.62,34.48,"{""regular"":586.21,""tecnico"":560.34,""cananea"":366.71,""mayoreo_menos"":508.62,""mayoreo_mas"":34.48}"
37001136,TERMICO SEC. WH/ AMANA 37001136 5 PINES 146F,0,SECADORAS,SECADORAS.xlsx,732.76,732.76,732.76,618.78,732.76,732.76,"{""regular"":732.76,""tecnico"":732.76,""cananea"":618.78,""mayoreo_menos"":732.76,""mayoreo_mas"":732.76}"
37001298,DESLIZADOR TAMBOR WH ORG. 37001298,2,SECADORAS,SECADORAS.xlsx,288.79,288.79,284.48,215.52,250.0,232.76,"{""regular"":288.79,""tecnico"":284.48,""cananea"":215.52,""mayoreo_menos"":250.0,""mayoreo_mas"":232.76}"
3977767,TERMOSTATO 105C WH ORG 3977767,-57,SECADORAS,SECADORAS.xlsx,206.9,206.9,172.41,97.61,155.17,142.24,"{""regular"":206.9,""tecnico"":172.41,""cananea"":97.61,""mayoreo_menos"":155.17,""mayoreo_mas"":142.24}"
49621,PATA NIVELADORA SEC. WH,1,SECADORAS,SECADORAS.xlsx,86.21,86.21,60.34,43.93,0.0,0.0,"{""regular"":86.21,""tecnico"":60.34,""cananea"":43.93,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
50946009865,"KIT REPARACION SEC. WH ORG. 4392065,349241",11,SECADORAS,SECADORAS.xlsx,603.45,603.45,551.72,474.14,551.72,517.24,"{""regular"":603.45,""tecnico"":551.72,""cananea"":474.14,""mayoreo_menos"":551.72,""mayoreo_mas"":517.24}"
512,IGNITOR REDONDO MABE,0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
5300622032,RESISTENCIA SEC WW ELEC. 5300622032,9,SECADORAS,SECADORAS.xlsx,551.72,551.72,517.24,0.0,0.0,0.0,"{""regular"":551.72,""tecnico"":517.24,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
5303207411,ESPREA P/GAS LP WW ORG SIRVE LG,0,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
5303212849,POLEA TENSORA SEC. COMPLETA WW.5303212849,2,SECADORAS,SECADORAS.xlsx,405.17,405.17,362.07,220.73,340.52,318.97,"{""regular"":405.17,""tecnico"":362.07,""cananea"":220.73,""mayoreo_menos"":340.52,""mayoreo_mas"":318.97}"
5303281154,BANDA SEC. WW. 5303281154 ORG.,-1,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
5303937139P,DESLIZADOR Y FELPA FONTAL SUPERIOR TAMBOR ORG,-1,SECADORAS,SECADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
