SKU,Nombre,Existencia,Categoria,Archivo_origen,precioVenta_sin_IVA,lista_regular_sin_IVA,lista_tecnico_sin_IVA,lista_cananea_sin_IVA,lista_mayoreo_menos_sin_IVA,lista_mayoreo_mas_sin_IVA,preciosPorListaCliente_json 
520,SEPARADOR AGITADOR ALTO WH GEN WASHER,99,LAVADORAS,LAVADORAS.xlsx,25.86,25.86,25.86,9.16,0.0,0.0,"{""regular"":25.86,""tecnico"":25.86,""cananea"":9.16,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
523,TUERCA TINA MY SELLO,20,LAVADORAS,LAVADORAS.xlsx,189.66,189.66,181.03,94.03,163.79,155.17,"{""regular"":189.66,""tecnico"":181.03,""cananea"":94.03,""mayoreo_menos"":163.79,""mayoreo_mas"":155.17}"
524,BUJE INFERIOR MB,-1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
525,PERILLA BLANCA C/CANDADO MBOL,51,LAVADORAS,LAVADORAS.xlsx,21.55,21.55,21.55,11.45,21.55,0.0,"{""regular"":21.55,""tecnico"":21.55,""cananea"":11.45,""mayoreo_menos"":21.55,""mayoreo_mas"":0.0}"
5303161173,SELLO INFERIOR WW ORG. 53033161173,-11,LAVADORAS,LAVADORAS.xlsx,94.83,94.83,77.59,0.0,51.72,0.0,"{""regular"":94.83,""tecnico"":77.59,""cananea"":0.0,""mayoreo_menos"":51.72,""mayoreo_mas"":0.0}"
5303161174,RESORTE CHICO WW ORG.,-3,LAVADORAS,LAVADORAS.xlsx,94.83,94.83,34.48,71.53,30.17,0.0,"{""regular"":94.83,""tecnico"":34.48,""cananea"":71.53,""mayoreo_menos"":30.17,""mayoreo_mas"":0.0}"
5303279394,SELLO TINA WW ORG.,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
5303912533,POLEA TENSORA SOLA WW ORG.,-4,LAVADORAS,LAVADORAS.xlsx,198.28,198.28,172.41,54.3,163.79,150.86,"{""regular"":198.28,""tecnico"":172.41,""cananea"":54.3,""mayoreo_menos"":163.79,""mayoreo_mas"":150.86}"
5304490556,KIT REPARACION TRANS. ELECTROLUX ORG 5304490556,1,LAVADORAS,LAVADORAS.xlsx,1.72,1.72,0.86,0.86,0.86,0.86,"{""regular"":1.72,""tecnico"":0.86,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
5304500453,TARJETA CTLR.ELEC. 137275305 5304500453,-1,LAVADORAS,LAVADORAS.xlsx,2.59,2.59,2.59,1.72,1.72,1.72,"{""regular"":2.59,""tecnico"":2.59,""cananea"":1.72,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
5304516871,FILTRO ATRAPAPELUSA WW ORG 5304516871,-1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
5308001742,SELLO POSTE EL WW ORG.,3,LAVADORAS,LAVADORAS.xlsx,94.83,94.83,77.59,49.35,73.28,68.97,"{""regular"":94.83,""tecnico"":77.59,""cananea"":49.35,""mayoreo_menos"":73.28,""mayoreo_mas"":68.97}"
5308950197,SELLO TINA LAVADORA WW COMPLETO ORIGINAL,-1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
560,"EMBRAGUE CLUTCH PLASTICO SIRVE WH,MY LAV DIGITAL",25,LAVADORAS,LAVADORAS.xlsx,68.97,68.97,60.34,0.0,47.41,0.0,"{""regular"":68.97,""tecnico"":60.34,""cananea"":0.0,""mayoreo_menos"":47.41,""mayoreo_mas"":0.0}"
59,BLOCAPUERTA LAV. MBAM MDRN.,12,LAVADORAS,LAVADORAS.xlsx,577.59,577.59,155.17,0.0,112.07,0.0,"{""regular"":577.59,""tecnico"":155.17,""cananea"":0.0,""mayoreo_menos"":112.07,""mayoreo_mas"":0.0}"
6-2095720,SELLO TINA MY ANTIGUO ORG. 6-2095720,-5,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
60,BOMBA P/LAV. FRG.,9,LAVADORAS,LAVADORAS.xlsx,344.83,344.83,301.72,183.76,293.1,250.0,"{""regular"":344.83,""tecnico"":301.72,""cananea"":183.76,""mayoreo_menos"":293.1,""mayoreo_mas"":250.0}"
600,POLEA MOTOR S/MAYTAG RSCA. IZQ.,33,LAVADORAS,LAVADORAS.xlsx,168.1,168.1,120.69,63.41,112.07,94.83,"{""regular"":168.1,""tecnico"":120.69,""cananea"":63.41,""mayoreo_menos"":112.07,""mayoreo_mas"":94.83}"
6005,BALERO PARA LVADORA CABRIO WH 6005,29,LAVADORAS,LAVADORAS.xlsx,103.45,103.45,94.83,68.97,86.21,81.9,"{""regular"":103.45,""tecnico"":94.83,""cananea"":68.97,""mayoreo_menos"":86.21,""mayoreo_mas"":81.9}"
603,TIMER MECANICO 1 PERILLA 4 TERM. 15 MIN,11,LAVADORAS,LAVADORAS.xlsx,172.41,172.41,137.93,50.01,129.31,120.69,"{""regular"":172.41,""tecnico"":137.93,""cananea"":50.01,""mayoreo_menos"":129.31,""mayoreo_mas"":120.69}"
605,TIMER MECANICO 1 PERILLA 4 TERM. 45 MIN,0,LAVADORAS,LAVADORAS.xlsx,172.41,172.41,137.93,50.01,129.31,120.69,"{""regular"":172.41,""tecnico"":137.93,""cananea"":50.01,""mayoreo_menos"":129.31,""mayoreo_mas"":120.69}"
606,POLEA TRANSMISION MBAM G.,23,LAVADORAS,LAVADORAS.xlsx,64.66,64.66,51.72,0.0,0.0,0.0,"{""regular"":64.66,""tecnico"":51.72,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
607,RESPALDO PIÑON SIRVE MBOL,-89,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
617,MOTOR BOMBA P/WW COMPLETA,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
620,BANDA LAV SM M20.5 WMP,-11,LAVADORAS,LAVADORAS.xlsx,77.59,77.59,51.72,15.85,0.0,0.0,"{""regular"":77.59,""tecnico"":51.72,""cananea"":15.85,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
6207,BALERO NTN 6207 LAV. FRONTAL,3,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
626,BANDA SM 21.6,-5,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
627,BANDA SM M20.5 CHICA,-2,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
629,ELECTROVALVULA SM DAEWOO 2ENT. 3SAL.,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
631,SELENOIDE ACTUADOR LG,10,LAVADORAS,LAVADORAS.xlsx,301.72,301.72,241.38,107.79,215.52,146.16,"{""regular"":301.72,""tecnico"":241.38,""cananea"":107.79,""mayoreo_menos"":215.52,""mayoreo_mas"":146.16}"
632,BOMBA PLANA MY,29,LAVADORAS,LAVADORAS.xlsx,387.93,387.93,362.07,189.0,327.59,224.71,"{""regular"":387.93,""tecnico"":362.07,""cananea"":189.0,""mayoreo_menos"":327.59,""mayoreo_mas"":224.71}"
633,SELECTOR 11 POSICIONES MBAQ,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
63341,EMBRAGUE NEUTRAL WHO,114,LAVADORAS,LAVADORAS.xlsx,68.97,68.97,68.97,52.15,68.97,0.0,"{""regular"":68.97,""tecnico"":68.97,""cananea"":52.15,""mayoreo_menos"":68.97,""mayoreo_mas"":0.0}"
634,SOPORTE TINA WH GEN CANDADO,80,LAVADORAS,LAVADORAS.xlsx,849.14,849.14,793.1,0.86,732.76,409.48,"{""regular"":849.14,""tecnico"":793.1,""cananea"":0.86,""mayoreo_menos"":732.76,""mayoreo_mas"":409.48}"
63907,RESORTE SUSPENSION CHICO WH ORG.,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
640,SELLO TINA WHA GEN,970,LAVADORAS,LAVADORAS.xlsx,43.1,43.1,38.79,18.18,34.48,30.17,"{""regular"":43.1,""tecnico"":38.79,""cananea"":18.18,""mayoreo_menos"":34.48,""mayoreo_mas"":30.17}"
64194,LEVA CLUTCH WH O.,-1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
6601EN1003D,BLOCAPUERTA LAV. LG 6601EN1003D,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
67,MOTOR BOMBA LAV. UNIV. 85W CON CONECTOR,111,LAVADORAS,LAVADORAS.xlsx,275.86,275.86,254.31,145.0,241.38,152.16,"{""regular"":275.86,""tecnico"":254.31,""cananea"":145.0,""mayoreo_menos"":241.38,""mayoreo_mas"":152.16}"
68,FLECHA TRANS. WH ACOP. GEN.,-54,LAVADORAS,LAVADORAS.xlsx,517.24,517.24,482.76,260.69,0.0,0.0,"{""regular"":517.24,""tecnico"":482.76,""cananea"":260.69,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
69,POSTE MB C/BASE ROSCA PARA FLOTADOR,8,LAVADORAS,LAVADORAS.xlsx,362.07,362.07,301.72,121.81,280.17,258.62,"{""regular"":362.07,""tecnico"":301.72,""cananea"":121.81,""mayoreo_menos"":280.17,""mayoreo_mas"":258.62}"
71,POSTE TRANS. MB CENTRO LAV. C/BASE,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
7122105,BLOCAPUERTA LAVADORA MBK OR,15,LAVADORAS,LAVADORAS.xlsx,646.55,646.55,379.31,205.28,353.45,336.21,"{""regular"":646.55,""tecnico"":379.31,""cananea"":205.28,""mayoreo_menos"":353.45,""mayoreo_mas"":336.21}"
731299181872,ACEITE TEXAS 150 HFC 8OZ,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
739210357139,BALERO 6203 PFI,15,LAVADORAS,LAVADORAS.xlsx,51.72,51.72,38.79,22.8,34.48,30.17,"{""regular"":51.72,""tecnico"":38.79,""cananea"":22.8,""mayoreo_menos"":34.48,""mayoreo_mas"":30.17}"
74,POSTE ENS. CUBIERTA FLECHA MBAQ,-7,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
742,SUSPENSION MABE ORG. 189D3916G017,6,LAVADORAS,LAVADORAS.xlsx,168.1,168.1,129.31,112.07,125.0,120.69,"{""regular"":168.1,""tecnico"":129.31,""cananea"":112.07,""mayoreo_menos"":125.0,""mayoreo_mas"":120.69}"
743,SUSPENSION MABE ORG. 189D3916G018,17,LAVADORAS,LAVADORAS.xlsx,155.17,155.17,129.31,100.95,120.69,112.07,"{""regular"":155.17,""tecnico"":129.31,""cananea"":100.95,""mayoreo_menos"":120.69,""mayoreo_mas"":112.07}"
746041055844,BANDA LAV MAYTAG NEPTUNO FRONTAL 12001788,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
748,MANGUERA DESAGUE WH DIG ORG.,24,LAVADORAS,LAVADORAS.xlsx,129.31,129.31,112.07,86.1,0.0,0.0,"{""regular"":129.31,""tecnico"":112.07,""cananea"":86.1,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
7501390500499,ACEITE TRANSMISION 140 ROSHFRANS,32,LAVADORAS,LAVADORAS.xlsx,129.31,129.31,103.45,73.53,0.0,0.0,"{""regular"":129.31,""tecnico"":103.45,""cananea"":73.53,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
7501390500529,ACEITE TRANSMISION 90 ROSHFRANS,31,LAVADORAS,LAVADORAS.xlsx,120.69,120.69,0.0,62.89,0.0,0.0,"{""regular"":120.69,""tecnico"":0.0,""cananea"":62.89,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
7503015058545,ACEITE TRANSMISION SAE 90 ECO.,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
7503015058576,ACEITE TRANSMISION 140 ECO.,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
7503026414163,TRANS. 11 D C/POLEA 173MM ACROS/WH GEN,1,LAVADORAS,LAVADORAS.xlsx,215.52,215.52,163.79,75.08,137.93,112.07,"{""regular"":215.52,""tecnico"":163.79,""cananea"":75.08,""mayoreo_menos"":137.93,""mayoreo_mas"":112.07}"
7503026414224,BALERO 6205 MABE OLIMPIA,20,LAVADORAS,LAVADORAS.xlsx,34.48,34.48,34.48,19.84,22.06,19.96,"{""regular"":34.48,""tecnico"":34.48,""cananea"":19.84,""mayoreo_menos"":22.06,""mayoreo_mas"":19.96}"
7503026414248,BALERO MAYTAG 6206,21,LAVADORAS,LAVADORAS.xlsx,172.41,172.41,120.69,38.44,103.45,86.21,"{""regular"":172.41,""tecnico"":120.69,""cananea"":38.44,""mayoreo_menos"":103.45,""mayoreo_mas"":86.21}"
7503026414255,BALERO LAV MB 6006,98,LAVADORAS,LAVADORAS.xlsx,106.41,106.41,34.48,20.28,34.48,30.17,"{""regular"":106.41,""tecnico"":34.48,""cananea"":20.28,""mayoreo_menos"":34.48,""mayoreo_mas"":30.17}"
7503026414279,BALERO UNIDIRECCIONAL WW,22,LAVADORAS,LAVADORAS.xlsx,137.93,137.93,129.31,44.0,82.22,76.73,"{""regular"":137.93,""tecnico"":129.31,""cananea"":44.0,""mayoreo_menos"":82.22,""mayoreo_mas"":76.73}"
7503026414316,TRANSMISION LG TIPO REGINA 4265EA1006C,-5,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
7503026414323,TRANSMISION SAMSUNG GEN WG04F00381,2,LAVADORAS,LAVADORAS.xlsx,853.45,853.45,0.86,551.25,0.86,0.86,"{""regular"":853.45,""tecnico"":0.86,""cananea"":551.25,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
7503028596379,TARJETA DE CONTROL UNIVERSAL LAVADORA,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
7503028596591,TRANSMISION WH SIRVE INTERLAV ACROS 3966930,1,LAVADORAS,LAVADORAS.xlsx,818.97,818.97,724.14,414.75,663.79,603.45,"{""regular"":818.97,""tecnico"":724.14,""cananea"":414.75,""mayoreo_menos"":663.79,""mayoreo_mas"":603.45}"
7503033971215,BOMBA DE AGUA ENS. WHG,33,LAVADORAS,LAVADORAS.xlsx,163.79,163.79,163.79,87.8,118.66,108.15,"{""regular"":163.79,""tecnico"":163.79,""cananea"":87.8,""mayoreo_menos"":118.66,""mayoreo_mas"":108.15}"
7503033971253,BRAZO TENSOR WW GEN,13,LAVADORAS,LAVADORAS.xlsx,258.62,258.62,224.14,160.66,211.21,198.28,"{""regular"":258.62,""tecnico"":224.14,""cananea"":160.66,""mayoreo_menos"":211.21,""mayoreo_mas"":198.28}"
7503033971338,BOMBA P/AMANA,3,LAVADORAS,LAVADORAS.xlsx,310.34,310.34,284.48,154.35,232.76,156.46,"{""regular"":310.34,""tecnico"":284.48,""cananea"":154.35,""mayoreo_menos"":232.76,""mayoreo_mas"":156.46}"
7503033971406,ELECTROVALVULA SAMSUNG 2 ENTRADA 5 SALIDAS DC9715459G,1,LAVADORAS,LAVADORAS.xlsx,689.66,689.66,586.21,336.01,534.48,504.31,"{""regular"":689.66,""tecnico"":586.21,""cananea"":336.01,""mayoreo_menos"":534.48,""mayoreo_mas"":504.31}"
7503033971659,SOPORTE SUSP. KIT 3 GEN PADS,90,LAVADORAS,LAVADORAS.xlsx,129.31,129.31,90.52,44.97,77.59,68.97,"{""regular"":129.31,""tecnico"":90.52,""cananea"":44.97,""mayoreo_menos"":77.59,""mayoreo_mas"":68.97}"
7506240621966,CHUPON UNIVERSAL,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
76,POSTE CUBRE FLECHA S/BASE MBAMES,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
77,POSTE CUBRE FLECHA LMBOL,42,LAVADORAS,LAVADORAS.xlsx,258.62,258.62,215.52,149.81,198.28,185.34,"{""regular"":258.62,""tecnico"":215.52,""cananea"":149.81,""mayoreo_menos"":198.28,""mayoreo_mas"":185.34}"
787,SELLO TINA LG HOR. KENM. 4036ER2004A,106,LAVADORAS,LAVADORAS.xlsx,86.21,86.21,77.59,21.93,68.97,60.34,"{""regular"":86.21,""tecnico"":77.59,""cananea"":21.93,""mayoreo_menos"":68.97,""mayoreo_mas"":60.34}"
795,SELLO TINA C/BUJE WH GEN.,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
796,BANDA LG 24.6M,11,LAVADORAS,LAVADORAS.xlsx,77.59,77.59,60.34,17.53,51.72,43.1,"{""regular"":77.59,""tecnico"":60.34,""cananea"":17.53,""mayoreo_menos"":51.72,""mayoreo_mas"":43.1}"
798,MANGUERA DESAGUE WH ORG.,4,LAVADORAS,LAVADORAS.xlsx,172.41,172.41,168.1,115.18,155.17,121.22,"{""regular"":172.41,""tecnico"":168.1,""cananea"":115.18,""mayoreo_menos"":155.17,""mayoreo_mas"":121.22}"
8,MOTOR BOMBA UNIVERSAL 60W,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
80,SELLO TRANS. WH GRANDE,-46,LAVADORAS,LAVADORAS.xlsx,38.79,38.79,30.17,8.77,25.86,21.55,"{""regular"":38.79,""tecnico"":30.17,""cananea"":8.77,""mayoreo_menos"":25.86,""mayoreo_mas"":21.55}"
800,PERILLA TARJETA CNTR. MBK BLANCA 253C1272P001,37,LAVADORAS,LAVADORAS.xlsx,77.59,77.59,68.97,0.0,64.66,60.34,"{""regular"":77.59,""tecnico"":68.97,""cananea"":0.0,""mayoreo_menos"":64.66,""mayoreo_mas"":60.34}"
801,PERILLA SELECTOR MBK BLANCA,20,LAVADORAS,LAVADORAS.xlsx,77.59,77.59,68.97,47.9,64.66,60.34,"{""regular"":77.59,""tecnico"":68.97,""cananea"":47.9,""mayoreo_menos"":64.66,""mayoreo_mas"":60.34}"
802,PERILLA SELECTOR MBK BCA/GRIS,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
803,ENGRANE SIRVE COPLE MABE,0,LAVADORAS,LAVADORAS.xlsx,68.97,68.97,43.1,0.0,31.9,0.0,"{""regular"":68.97,""tecnico"":43.1,""cananea"":0.0,""mayoreo_menos"":31.9,""mayoreo_mas"":0.0}"
804,TRANSMISION METALICA DAEWOO,-1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
8055142,PORTA PERROS ALTO WH. 7CM SOLO,-4,LAVADORAS,LAVADORAS.xlsx,172.41,172.41,146.55,88.21,137.93,129.31,"{""regular"":172.41,""tecnico"":146.55,""cananea"":88.21,""mayoreo_menos"":137.93,""mayoreo_mas"":129.31}"
8057755,BALERO 6203 WH ACROS ORG,50,LAVADORAS,LAVADORAS.xlsx,43.1,43.1,34.48,21.92,30.17,25.86,"{""regular"":43.1,""tecnico"":34.48,""cananea"":21.92,""mayoreo_menos"":30.17,""mayoreo_mas"":25.86}"
81,SELLO CONICO SUPERIOR WH C. SPINTUBE,541,LAVADORAS,LAVADORAS.xlsx,25.86,25.86,17.24,4.26,15.52,12.93,"{""regular"":25.86,""tecnico"":17.24,""cananea"":4.26,""mayoreo_menos"":15.52,""mayoreo_mas"":12.93}"
810,AGITADOR WH DIG. W10215115,1,LAVADORAS,LAVADORAS.xlsx,844.83,844.83,767.24,570.22,724.14,672.41,"{""regular"":844.83,""tecnico"":767.24,""cananea"":570.22,""mayoreo_menos"":724.14,""mayoreo_mas"":672.41}"
8102115,SELLO TINA MBK OR,-17,LAVADORAS,LAVADORAS.xlsx,112.07,112.07,94.83,41.16,81.9,73.28,"{""regular"":112.07,""tecnico"":94.83,""cananea"":41.16,""mayoreo_menos"":81.9,""mayoreo_mas"":73.28}"
814,BOTON PAUSA/INICIO MBK 01,-17,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
817,BOTON INICIO PAUSA MBK 02,1,LAVADORAS,LAVADORAS.xlsx,163.79,163.79,112.07,45.16,94.83,45.69,"{""regular"":163.79,""tecnico"":112.07,""cananea"":45.16,""mayoreo_menos"":94.83,""mayoreo_mas"":45.69}"
8182119,FUELLE LAVADORA WH 8182119,-2,LAVADORAS,LAVADORAS.xlsx,0.86,0.86,0.86,685.84,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":685.84,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
82,SELLO SIN FIN P/CAJA TRANS. WH GEN,410,LAVADORAS,LAVADORAS.xlsx,51.72,51.72,38.79,10.81,34.48,30.17,"{""regular"":51.72,""tecnico"":38.79,""cananea"":10.81,""mayoreo_menos"":34.48,""mayoreo_mas"":30.17}"
821,FLECHA LARGA WH DIG COMPLETA,-1,LAVADORAS,LAVADORAS.xlsx,534.48,534.48,465.52,284.57,422.41,387.93,"{""regular"":534.48,""tecnico"":465.52,""cananea"":284.57,""mayoreo_menos"":422.41,""mayoreo_mas"":387.93}"
829,SELLO TINA WW ELEC G,12,LAVADORAS,LAVADORAS.xlsx,344.83,344.83,275.86,105.0,258.62,241.38,"{""regular"":344.83,""tecnico"":275.86,""cananea"":105.0,""mayoreo_menos"":258.62,""mayoreo_mas"":241.38}"
8294,FONDO CANASTA MB KRAK.,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
83,SELLO POSTE MBOL,-8,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
831,MANGUERA DE LLENADO 3MTS.,9,LAVADORAS,LAVADORAS.xlsx,163.79,163.79,142.24,0.0,107.76,0.0,"{""regular"":163.79,""tecnico"":142.24,""cananea"":0.0,""mayoreo_menos"":107.76,""mayoreo_mas"":0.0}"
8318084,SWITCH CORTO LAV. WH ORG.,11,LAVADORAS,LAVADORAS.xlsx,206.9,206.9,189.66,105.0,172.41,159.48,"{""regular"":206.9,""tecnico"":189.66,""cananea"":105.0,""mayoreo_menos"":172.41,""mayoreo_mas"":159.48}"
832,AGITADOR WH FLECHA CORTA ORG,0,LAVADORAS,LAVADORAS.xlsx,560.34,560.34,560.34,0.0,560.34,560.34,"{""regular"":560.34,""tecnico"":560.34,""cananea"":0.0,""mayoreo_menos"":560.34,""mayoreo_mas"":560.34}"
833,MANGUERA DE LLENADO 2MTS.,-4,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
84,SELLO POSTE SUP. MBAM,46,LAVADORAS,LAVADORAS.xlsx,21.55,21.55,17.24,10.02,17.24,0.0,"{""regular"":21.55,""tecnico"":17.24,""cananea"":10.02,""mayoreo_menos"":17.24,""mayoreo_mas"":0.0}"
847,BLOCK TINA TRANSM. WH FLECHA CORTA,-4,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
