sku,nombre,regular_con_IVA,tecnico_con_IVA,cananea_con_IVA,mayoreo_menos_con_IVA,mayoreo_mas_con_IVA,regular_sin_IVA,tecnico_sin_IVA,cananea_sin_IVA,mayoreo_menos_sin_IVA,mayoreo_mas_sin_IVA,nombre_normalizado
1900,TARJETA CONTROL SIRUS360 REF MA-G,750,680,543.3,680,650,646.55,586.21,468.36,586.21,560.34,TARJETA CONTROL SIRUS360 REF MA-G
WW01F01800,TARJETA DE CONTROL MABE KRAKEN WW01F01800,3400,2750,,2600,2550,2931.03,2370.69,,2241.38,2198.28,TARJETA DE CONTROL MABE KRAKEN WW01F01800
4609725,TARJETA DE CONTROL PARA REFRIGERADOR MABE,350,0,,0,0,301.72,0,,0,0,TARJETA DE CONTROL PARA REFRIGERADOR MABE
7503028596379,TARJETA DE CONTROL UNIVERSAL LAVADORA,750,600,,550,510.01,646.55,517.24,,474.14,439.66,TARJETA DE CONTROL UNIVERSAL LAVADORA
1449,TARJETA DISPLAY LAV WH ORG. 6 LEDS W11295684,690,610,296.71,530,403.9,594.83,525.86,255.78,456.9,348.19,TARJETA DISPLAY LAV WH ORG. 6 LEDS W11295684
1073,TARJETA DISPLAY LAV WP ORIGINAL 6 LEDS W11295686,690,535,328.96,500,460,594.83,461.21,283.59,431.03,396.55,TARJETA DISPLAY LAV WP ORIGINAL 6 LEDS W11295686
1171,TARJETA DISPLAY MABE SIRUS NUEVO WR01F02537,1500,1300,,1250,0,1293.1,1120.69,,1077.59,0,TARJETA DISPLAY MABE SIRUS NUEVO WR01F02537
2031,TARJETA LAV. SAMSUNG FRONTAL DC92-02547C / DC92-02551C/ DC,1650,1460,880.62,1360,1265,1422.41,1258.62,759.16,1172.41,1090.52,TARJETA LAV. SAMSUNG FRONTAL DC92-02547C / DC92-02551C/ DC
2030,TARJETA LAV. SAMSUNG INVERTER ORG. DC92-00388,2250,1990,1199.74,1860,1720,1939.66,1715.52,1034.26,1603.45,1482.76,TARJETA LAV. SAMSUNG INVERTER ORG. DC92-00388
0149B,TARJETA LAV. SAMSUNG PERILLA DC92-0149B DC92-,1900,,,,,1637.93,,,,,TARJETA LAV. SAMSUNG PERILLA DC92-0149B DC92-
1920,TARJETA LAVADORA FRONTAL LG EBR79950206,4000,4000,3349.5,4000,4000,3448.28,3448.28,2887.5,3448.28,3448.28,TARJETA LAVADORA FRONTAL LG EBR79950206
1636,TARJETA LAVADORA FRONTAL LG EBR79950239,5600,0,,0,0,4827.59,0,,0,0,TARJETA LAVADORA FRONTAL LG EBR79950239
EBR79950239,TARJETA LAVASECADORA LG. EBR79950239 ORG,3800,,,,,3275.86,,,,,TARJETA LAVASECADORA LG. EBR79950239 ORG
1261,TARJETA MABE TNT 189D3853G012 R20 WW01F00366,2850,2400.01,,2250.01,0,2456.9,2068.97,,1939.66,0,TARJETA MABE TNT 189D3853G012 R20 WW01F00366
XRWW85517,TARJETA SELECTOR WH O W1196162,1050,920,,860,800,905.17,793.1,,741.38,689.66,TARJETA SELECTOR WH O W1196162
106,TARJETA SENSOR PESO MB G. ROSA,60,60,23.15,60,24.36,51.72,51.72,19.96,51.72,21,TARJETA SENSOR PESO MB G. ROSA
105,TARJETA SENSOR PESO MB O. C.NEG.,100,0,,0,0,86.21,0,,0,0,TARJETA SENSOR PESO MB O. C.NEG.
1283,TERMISTOR LAVASECADORA LG 6322FR2046B,400,350,,0,0,344.83,301.72,,0,0,TERMISTOR LAVASECADORA LG 6322FR2046B
198,TERMOACTUADOR MBAQ,150,125,71.87,110,100,129.31,107.76,61.96,94.83,86.21,TERMOACTUADOR MBAQ
3392519,TERMOFUSIBLE DELGADO WH ORG.,150,150,100,115,100,129.31,129.31,86.21,99.14,86.21,TERMOFUSIBLE DELGADO WH ORG.
2181,TERMOSTATO LAVASECADORA LG 6931FR3108A,390,330,,290,250,336.21,284.48,,250,215.52,TERMOSTATO LAVASECADORA LG 6931FR3108A
W10572831,TIMER 4 TERM. ACROS W10572831,580,515,359.31,480,445,500,443.97,309.75,413.79,383.62,TIMER 4 TERM. ACROS W10572831
W10185786,TIMER LAV. WH. ORG. W10185786,4900,4900,3887.73,4900,4900,4224.14,4224.14,3351.49,4224.14,4224.14,TIMER LAV. WH. ORG. W10185786
8546685,TIMER LAVADORA WH ORG. 8546685,3600,3600,,0,0,3103.45,3103.45,,0,0,TIMER LAVADORA WH ORG. 8546685
603,TIMER MECANICO 1 PERILLA 4 TERM. 15 MIN,200,160,58.01,150,140,172.41,137.93,50.01,129.31,120.69,TIMER MECANICO 1 PERILLA 4 TERM. 15 MIN
605,TIMER MECANICO 1 PERILLA 4 TERM. 45 MIN,200,160,58.01,150,140,172.41,137.93,50.01,129.31,120.69,TIMER MECANICO 1 PERILLA 4 TERM. 45 MIN
1970,TIMER MECANICO 1 PERILLA 7 TERM. 15 MIN,200,160,58.01,150,140,172.41,137.93,50.01,129.31,120.69,TIMER MECANICO 1 PERILLA 7 TERM. 15 MIN
240,TIMER METALICO WHO 378133,1900,0,,0,0,1637.93,0,,0,0,TIMER METALICO WHO 378133
WP3949208,TIMER PARA LAVADORA WH. ORG. W3949208,3900,3700,2800,3600,3500,3362.07,3189.66,2413.79,3103.45,3017.24,TIMER PARA LAVADORA WH. ORG. W3949208
WP3951702,TIMER RELOJ LAV. WH ORG. 3951702,2750,2550,,0,0,2370.69,2198.28,,0,0,TIMER RELOJ LAV. WH ORG. 3951702
18,TIRANTE LAVADORA MO,20,15,11.03,15,15,17.24,12.93,9.51,12.93,12.93,TIRANTE LAVADORA MO
1768,TIRANTE SUSPENCION MABE GRANDE,25,15,0,15,11.63,21.55,12.93,0,12.93,10.03,TIRANTE SUSPENCION MABE GRANDE
358237,TORNILLO AGITADOR 7/16,95,85,51.11,80,70,81.9,73.28,44.06,68.97,60.34,TORNILLO AGITADOR 7/16
1126,TORNILLO AGITADOR DAEWOO ORG.,70,45,,35,35,60.34,38.79,,30.17,30.17,TORNILLO AGITADOR DAEWOO ORG.
1127,TORNILLO AGITADOR SAMSUNG GEN.,50,45,,35,25,43.1,38.79,,30.17,21.55,TORNILLO AGITADOR SAMSUNG GEN.
896,TORNILLO AGITADOR WH GEN,50,35,15.29,25,15.46,43.1,30.17,13.18,21.55,13.33,TORNILLO AGITADOR WH GEN
20,TORNILLO AGITADR MAA,35,20,8.05,9.7,9.46,30.17,17.24,6.94,8.36,8.16,TORNILLO AGITADR MAA
1482,TORNILLO LARGO MB AM,25,0,,0,0,21.55,0,,0,0,TORNILLO LARGO MB AM
7503026414163,TRANS. 11 D C/POLEA 173MM ACROS/WH GEN,250,190,87.09,160,130,215.52,163.79,75.08,137.93,112.07,TRANS. 11 D C/POLEA 173MM ACROS/WH GEN
50130,TRANS. WH ACOP. ENS. O,3300,0,,0,0,2844.83,0,,0,0,TRANS. WH ACOP. ENS. O
TRLAWH004,TRANSMICION CLUTCH LAV. WH,1450,1350,876.97,1350,1260,1250,1163.79,756.01,1163.79,1086.21,TRANSMICION CLUTCH LAV. WH
881,TRANSMISION 11 DIENTES C/POLEA SIRVE MABE,250,200,,0,0,215.52,172.41,,0,0,TRANSMISION 11 DIENTES C/POLEA SIRVE MABE
391,TRANSMISION CENTRO DE LAVADO AQUAS. MABE,1950,1750,,0,0,1681.03,1508.62,,0,0,TRANSMISION CENTRO DE LAVADO AQUAS. MABE
1968,TRANSMISION CLUTHG LG GEN 426EA101A,1550,1300,787.5,1220,1130,1336.21,1120.69,678.88,1051.72,974.14,TRANSMISION CLUTHG LG GEN 426EA101A
1173,TRANSMISION CON BASE MABE AMZ FLOTADOR BASE CHICA 189D3593G002,2350,2024.72,1745.45,2024.72,1745.46,2025.86,1745.45,1504.7,1745.45,1504.71,TRANSMISION CON BASE MABE AMZ FLOTADOR BASE CHICA 189D3593G002
9691,TRANSMISION CON BASE MBAQ 19KG,2018.4,0,,0,0,1740,0,,0,0,TRANSMISION CON BASE MBAQ 19KG
W10762611,TRANSMISION CON SOPORTE COPACABANA ORG. W10762611,2300,1990,1614.24,1990,1990,1982.76,1715.52,1391.59,1715.52,1715.52,TRANSMISION CON SOPORTE COPACABANA ORG. W10762611
2306,TRANSMISION CORTA  LAV. KOBLENZ,500,350,141.9,300,250,431.03,301.72,122.33,258.62,215.52,TRANSMISION CORTA LAV. KOBLENZ
2133,TRANSMISION DAEWOO TIPO 3617301000,1420,1250,755.17,1170,1085,1224.14,1077.59,651.01,1008.62,935.34,TRANSMISION DAEWOO TIPO 3617301000
W10715767,TRANSMISION FLECHA CORTA WH CON SENSOR W10715767,3800,3600,2464.12,3450,3300,3275.86,3103.45,2124.24,2974.14,2844.83,TRANSMISION FLECHA CORTA WH CON SENSOR W10715767
897,TRANSMISION FLECHA CORTA WH DIGITAL SIN BASE,1200,950.01,521.31,830,557.8,1034.48,818.97,449.41,715.52,480.86,TRANSMISION FLECHA CORTA WH DIGITAL SIN BASE
2016,TRANSMISION FLECHA CORTA WH DIGITAL SIN BASE C/RANURA,1350,1160,523.75,1090,1020,1163.79,1000,451.51,939.66,879.31,TRANSMISION FLECHA CORTA WH DIGITAL SIN BASE C/RANURA
W11454741,TRANSMISION FLECHA LARGA WH. ORG.,3700,3500,3500,3500,3500,3189.66,3017.24,3017.24,3017.24,3017.24,TRANSMISION FLECHA LARGA WH. ORG.
2204,TRANSMISION KIT CON TUERCA Y POLEA ACROS,600,490,282.1,445,405,517.24,422.41,243.19,383.62,349.14,TRANSMISION KIT CON TUERCA Y POLEA ACROS
1806,TRANSMISION KRAKEN PLATO DELGADO S/BASE,1450,1300,1084,1250,1170,1250,1120.69,934.48,1077.59,1008.62,TRANSMISION KRAKEN PLATO DELGADO S/BASE
1805,TRANSMISION KRAKEN PLATO GRANDE S/BASE,1660,1530,1024.28,1460,1380,1431.03,1318.97,883,1258.62,1189.66,TRANSMISION KRAKEN PLATO GRANDE S/BASE
167,TRANSMISION LARGA WH S/BASE,1420,1250,718.62,1170,1090.01,1224.14,1077.59,619.5,1008.62,939.66,TRANSMISION LARGA WH S/BASE
2045,TRANSMISION LAV. SAMSUNG IVERTER DC97-717900A,1870,1650,997.5,1540,1430,1612.07,1422.41,859.91,1327.59,1232.76,TRANSMISION LAV. SAMSUNG IVERTER DC97-717900A
2038,TRANSMISION LAV. SAMSUNG ORG. DC97-16984B,2450,2100,1358.1,2050,1900,2112.07,1810.34,1170.78,1767.24,1637.93,TRANSMISION LAV. SAMSUNG ORG. DC97-16984B
1757,TRANSMISI�N LAVADORA MABE AMAZONAS TIPO VSIMTY 188D2871G001,290,245,146.74,230,210,250,211.21,126.5,198.28,181.03,TRANSMISI�N LAVADORA MABE AMAZONAS TIPO VSIMTY 188D2871G001
1378,TRANSMISION LAVADORA MABE KRAKEN GEN SIN BASE,1950,1700,,1675.01,1659.99,1681.03,1465.52,,1443.97,1431.03,TRANSMISION LAVADORA MABE KRAKEN GEN SIN BASE
1889,TRANSMISION LG 166MM POLEA 138MM EJE EST.,250,200,81.94,160,120,215.52,172.41,70.64,137.93,103.45,TRANSMISION LG 166MM POLEA 138MM EJE EST.
7503026414316,TRANSMISION LG TIPO REGINA 4265EA1006C,1450,1250,,1180,1100,1250,1077.59,,1017.24,948.28,TRANSMISION LG TIPO REGINA 4265EA1006C
169,TRANSMISION MABE 189D3593G005 ORG.,3100,2900,2305.92,2900,2900,2672.41,2500,1987.86,2500,2500,TRANSMISION MABE 189D3593G005 ORG.
1293,TRANSMISION MABE AMAZONAS SIN BASE FLOTADOR,870,765,540,730,690,750,659.48,465.52,629.31,594.83,TRANSMISION MABE AMAZONAS SIN BASE FLOTADOR
164,TRANSMISION MABE AMAZONAS SIN ROSCA,940,939.99,,0,0,810.34,810.34,,0,0,TRANSMISION MABE AMAZONAS SIN ROSCA
1356,TRANSMISION MABE AMZ 189D3530G002,1400,0,,0,0,1206.9,0,,0,0,TRANSMISION MABE AMZ 189D3530G002
1357,TRANSMISION MABE AMZ 189D3530G002 GENERICA,700,600,,560,520,603.45,517.24,,482.76,448.28,TRANSMISION MABE AMZ 189D3530G002 GENERICA
1358,TRANSMISION MABE AMZ SIN ROSCA 189D3530G004,850,850,,800.01,780,732.76,732.76,,689.66,672.41,TRANSMISION MABE AMZ SIN ROSCA 189D3530G004
1355,TRANSMISION MABE CENTRO LAV 189D5234G001,2900,2700,,2520,2340,2500,2327.59,,2172.41,2017.24,TRANSMISION MABE CENTRO LAV 189D5234G001
1174,TRANSMISION MABE CON BASE 189D3187G002,2400,2100,1334.39,2000,1900,2068.97,1810.34,1150.34,1724.14,1637.93,TRANSMISION MABE CON BASE 189D3187G002
2290,TRANSMISION MABE KRAKEN ORG.  233D2549G002,2900,2600,,2600,2600,2500,2241.38,,2241.38,2241.38,TRANSMISION MABE KRAKEN ORG. 233D2549G002
1906,TRANSMISION MABE KRAKEN PLATO ALTO AMER. CON BASE 233D2549G005,3100,2700,2018.4,2600,2500,2672.41,2327.59,1740,2241.38,2155.17,TRANSMISION MABE KRAKEN PLATO ALTO AMER. CON BASE 233D2549G005
1003,TRANSMISION MABE ORG. CL 189D5234G003,3000,2880,1737,2650,2500,2586.21,2482.76,1497.41,2284.48,2155.17,TRANSMISION MABE ORG. CL 189D5234G003
407,TRANSMISION MABE WW01F01067 ORG.,2200,2000,0,1900,1800,1896.55,1724.14,0,1637.93,1551.72,TRANSMISION MABE WW01F01067 ORG.
170,TRANSMISION MB KR 16-17KG PLATO DELGADO 233D2549G006,2600,2500,290,2400,1611.42,2241.38,2155.17,250,2068.97,1389.16,TRANSMISION MB KR 16-17KG PLATO DELGADO 233D2549G006
171,TRANSMISION MB KR 18-22 PLATO GRANDE 233D2549G001,2900,2800,1637.84,1693.69,1671.01,2500,2413.79,1411.93,1460.08,1440.53,TRANSMISION MB KR 18-22 PLATO GRANDE 233D2549G001
30,TRANSMISION MBAM ORG. CON BASE FLOTADOR 189D3593G001,2400,2150,1299.48,2000,1870,2068.97,1853.45,1120.24,1724.14,1612.07,TRANSMISION MBAM ORG. CON BASE FLOTADOR 189D3593G001
168,TRANSMISION MBAQ,1850,1600,,0,0,1594.83,1379.31,,0,0,TRANSMISION MBAQ
189D3593G0012326,TRANSMISION MBTRANSMISION MBAM GEN. CON BASE FLOTADOR 189D3593G001AM ORG. CON BASE FLOTADOR,2000,1500,934.21,1400,1300,1724.14,1293.1,805.35,1206.9,1120.69,TRANSMISION MBTRANSMISION MBAM GEN. CON BASE FLOTADOR 189D3593G001AM ORG. CON BASE FLOTADOR
804,TRANSMISION METALICA DAEWOO,1100,900,,0,0,948.28,775.86,,0,0,TRANSMISION METALICA DAEWOO
1115,TRANSMISION METALICA DAEWOO ORG. GM-1300,1600,1400,,1250,1140,1379.31,1206.9,,1077.59,982.76,TRANSMISION METALICA DAEWOO ORG. GM-1300
7503026414323,TRANSMISION SAMSUNG GEN WG04F00381,1400,1150,639.45,1070,990,1206.9,991.38,551.25,922.41,853.45,TRANSMISION SAMSUNG GEN WG04F00381
1576,TRANSMISION VMAX CARGA W11393685,6300,5700,4750,5700,5700,5431.03,4913.79,4094.83,4913.79,4913.79,TRANSMISION VMAX CARGA W11393685
1883,TRANSMISION WH FLECHA CORTA SELLO GRANDE W11454734,4900,4500,4300,4500,4500,4224.14,3879.31,3706.9,3879.31,3879.31,TRANSMISION WH FLECHA CORTA SELLO GRANDE W11454734
7503028596591,TRANSMISION WH SIRVE INTERLAV ACROS 3966930,950,840,481.11,770,700,818.97,724.14,414.75,663.79,603.45,TRANSMISION WH SIRVE INTERLAV ACROS 3966930
2170,TRANSMISION WH. ORG. FLECHA CORTA SIN BASE W11130752,1500,1360,730.54,1280,1200,1293.1,1172.41,629.78,1103.45,1034.48,TRANSMISION WH. ORG. FLECHA CORTA SIN BASE W11130752
4265EY1003P,TRANSMSION LAV. LG 4265EY1003P POLEA PLANA,2600,2400,1687.85,2400,2300,2241.38,2068.97,1455.04,2068.97,1982.76,TRANSMSION LAV. LG 4265EY1003P POLEA PLANA
1160,TUERCA GRUESA LG SAMSUNG IZQ. ANTIGUA,160,150,76.24,140,130,137.93,129.31,65.72,120.69,112.07,TUERCA GRUESA LG SAMSUNG IZQ. ANTIGUA
24,TUERCA LAVADORA MABE K,80,70,26.91,65,43.3,68.97,60.34,23.2,56.03,37.33,TUERCA LAVADORA MABE K
103,TUERCA LEAMB IZ. FINA AMZ,60,40,0,40,24.72,51.72,34.48,0,34.48,21.31,TUERCA LEAMB IZ. FINA AMZ
21366,TUERCA P/BLOCK WH O.,120,80.01,44.59,71.82,60,103.45,68.97,38.44,61.91,51.72,TUERCA P/BLOCK WH O.
1161,TUERCA POLEA MOTOR MABE KRAKEN,25,20,,15,10,21.55,17.24,,12.93,8.62,TUERCA POLEA MOTOR MABE KRAKEN
197,TUERCA ROSCA ESTANDAR MBOL,60,45,26.2,45,40,51.72,38.79,22.59,38.79,34.48,TUERCA ROSCA ESTANDAR MBOL
328,TUERCA ROSCA ESTANDAR MBOL GEN,52.2,45,,0,0,45,38.79,,0,0,TUERCA ROSCA ESTANDAR MBOL GEN
1125,TUERCA TINA DAEWOO ORG.,120,90,51.17,80,70,103.45,77.59,44.11,68.97,60.34,TUERCA TINA DAEWOO ORG.
1147,TUERCA TINA MAYTAG ORG,600,335,,310,300,517.24,288.79,,267.24,258.62,TUERCA TINA MAYTAG ORG
523,TUERCA TINA MY SELLO,220,190,116.35,175,160,189.66,163.79,100.3,150.86,137.93,TUERCA TINA MY SELLO
1278,TUERCA TINA SAMSUNG DAEWOO LG,90,64.99,19.33,40,35,77.59,56.03,16.66,34.48,30.17,TUERCA TINA SAMSUNG DAEWOO LG
1124,TUERCA TINA SAMSUNG ORG MODERNA.,135,120,75.76,110,80.01,116.38,103.45,65.31,94.83,68.97,TUERCA TINA SAMSUNG ORG MODERNA.
W10349492,TURBINA WHO WPW10349492,1230,1080,652.62,1000,940,1060.34,931.03,562.6,862.07,810.34,TURBINA WHO WPW10349492
2009,VENTILADOR MOTOR Y MAGNETICO MABE KRAKEN 233D2408G003,290,260,158.24,245,225,250,224.14,136.41,211.21,193.97,VENTILADOR MOTOR Y MAGNETICO MABE KRAKEN 233D2408G003
868,ZAPATA FRENO MB OLIM,85,69.99,27.4,60,50,73.28,60.34,23.62,51.72,43.1,ZAPATA FRENO MB OLIM
1932,BASE PARA PORTAVASO NB ORG,200,185,122.86,165,150,172.41,159.48,105.91,142.24,129.31,BASE PARA PORTAVASO NB ORG
1491,COMPONENTE ELECTRONICO PARA TARJETA MY LNK306PN,290,0,,0,0,250,0,,0,0,COMPONENTE ELECTRONICO PARA TARJETA MY LNK306PN
1934,COPLE CHICO DE MOTOR NB,60,45,27.83,40,35,51.72,38.79,23.99,34.48,30.17,COPLE CHICO DE MOTOR NB
1943,COPLE CUCHILLA GRANDE NB,65,55,30.46,50,45,56.03,47.41,26.26,43.1,38.79,COPLE CUCHILLA GRANDE NB
1937,COPLE DE CUCHILLA CHICO NB,50,40,25.73,35,30,43.1,34.48,22.18,30.17,25.86,COPLE DE CUCHILLA CHICO NB
1933,COPLE GRANDE DE MOTOR NB,70,60,36.23,55,45,60.34,51.72,31.23,47.41,38.79,COPLE GRANDE DE MOTOR NB
1469,"COPLE, TAZA Y CUADRO JUEGO SIRVE OSTER",90,60,13.81,50,40,77.59,51.72,11.91,43.1,34.48,"COPLE, TAZA Y CUADRO JUEGO SIRVE OSTER"
1480,CUADRO CON ROSCA ECONOMICA OSTER GEN,15,10,6.9,10,6.9,12.93,8.62,5.95,8.62,5.95,CUADRO CON ROSCA ECONOMICA OSTER GEN
1478,CUADRO CON ROSCA Y PUNTA GEN,20,15,,0,0,17.24,12.93,,0,0,CUADRO CON ROSCA Y PUNTA GEN
1477,CUADRO LARGO OSTER GEN,15,10,0,6.9,0,12.93,8.62,0,5.95,0,CUADRO LARGO OSTER GEN
2061,CUCHILLA CHICA BD,140,115,65.63,105,95,120.69,99.14,56.58,90.52,81.9,CUCHILLA CHICA BD
034264487949,CUCHILLA DE 4 ASPAS OSTER TRADICIONAL,160,135,70.54,120,110,137.93,116.38,60.81,103.45,94.83,CUCHILLA DE 4 ASPAS OSTER TRADICIONAL
034264427327,CUCHILLA DE 6 ASPAS OSTER,243.6,210,145.62,195,180,210,181.03,125.53,168.1,155.17,CUCHILLA DE 6 ASPAS OSTER
2060,CUCHILLA GRANDE BD,160,130,71.93,115,100,137.93,112.07,62.01,99.14,86.21,CUCHILLA GRANDE BD
1654,CUCHILLA LICUADORA B&D GRIS CHICO,80,60,,55,52.2,68.97,51.72,,47.41,45,CUCHILLA LICUADORA B&D GRIS CHICO
34264487949,CUCHILLA PICAHIELO CON ANILLO DE GOMA,130,115,,105,100,112.07,99.14,,90.52,86.21,CUCHILLA PICAHIELO CON ANILLO DE GOMA
1931,CUCHILLA PORTA VASO NB,300,300,250,280,265,258.62,258.62,215.52,241.38,228.45,CUCHILLA PORTA VASO NB
1945,CUCHILLA PORTAVASO NB TIPO 2,340,310,189.53,285,270,293.1,267.24,163.39,245.69,232.76,CUCHILLA PORTAVASO NB TIPO 2
2121,CUCHILLA PORTAVASO NB TIPO C MAGIC,190,160,88.3,150,140,163.79,137.93,76.12,129.31,120.69,CUCHILLA PORTAVASO NB TIPO C MAGIC
2064,CUCHULLA HAMILTON *STRONG* COPLE CHICO,140,120,75.7,115,110,120.69,103.45,65.26,99.14,94.83,CUCHULLA HAMILTON *STRONG* COPLE CHICO
1828,DIAFRAGMA BONJOUR T-FAL,80,65,35.93,60,55,68.97,56.03,30.97,51.72,47.41,DIAFRAGMA BONJOUR T-FAL
1825,DIAFRAGMA C/CDA DERECHO TAURUS,85,70,37.9,65,60,73.28,60.34,32.67,56.03,51.72,DIAFRAGMA C/CDA DERECHO TAURUS
1809,DIAFRAGMA CHICO B&D,60,50,31.19,45,45,51.72,43.1,26.89,38.79,38.79,DIAFRAGMA CHICO B&D
WP9704291,DIAFRAGMA CON EMPAQUE WH WP9704291,1400,1300,1009.5,1300,1300,1206.9,1120.69,870.26,1120.69,1120.69,DIAFRAGMA CON EMPAQUE WH WP9704291
1814,DIAFRAGMA CUISINART,85,75,46.21,70,65,73.28,64.66,39.84,60.34,56.03,DIAFRAGMA CUISINART
1813,DIAFRAGMA DIGITAL B&D,70,65,37.8,60,55,60.34,56.03,32.59,51.72,47.41,DIAFRAGMA DIGITAL B&D
1821,DIAFRAGMA EURO BLENDER PHILLIPS,65,55,32.88,50,45,56.03,47.41,28.34,43.1,38.79,DIAFRAGMA EURO BLENDER PHILLIPS
1819,DIAFRAGMA FACICLIC,70,60,35.91,55,50,60.34,51.72,30.96,47.41,43.1,DIAFRAGMA FACICLIC
1810,DIAFRAGMA GRANDE B&D,60,50,31.19,45,45,51.72,43.1,26.89,38.79,38.79,DIAFRAGMA GRANDE B&D
1812,DIAFRAGMA HOME ANTIGUO B&D,80,70,37.8,65,60,68.97,60.34,32.59,56.03,51.72,DIAFRAGMA HOME ANTIGUO B&D
1811,DIAFRAGMA HOME MODERNO B&D,60,50,32.8,45,45,51.72,43.1,28.28,38.79,38.79,DIAFRAGMA HOME MODERNO B&D
1817,DIAFRAGMA HOMETECH,125,110,66.88,100,95,107.76,94.83,57.66,86.21,81.9,DIAFRAGMA HOMETECH
1822,DIAFRAGMA HR PHILLIPS,120,105,63.31,100,90,103.45,90.52,54.58,86.21,77.59,DIAFRAGMA HR PHILLIPS
1826,DIAFRAGMA ISIS TAURUS,85,70,41.3,65,60,73.28,60.34,35.6,56.03,51.72,DIAFRAGMA ISIS TAURUS
1818,DIAFRAGMA MITEK UNICO,90,80,46.3,75,70,77.59,68.97,39.91,64.66,60.34,DIAFRAGMA MITEK UNICO
1824,DIAFRAGMA MODERNO TX2001 PHILLIPS,85,70,41.3,65,60,73.28,60.34,35.6,56.03,51.72,DIAFRAGMA MODERNO TX2001 PHILLIPS
1827,DIAFRAGMA RAGAZZA TAURUS,90,,,,,77.59,,,,,DIAFRAGMA RAGAZZA TAURUS
1823,DIAFRAGMA TOOP ECONOMICO PHILLIPS,75,60,32.14,55,50,64.66,51.72,27.71,47.41,43.1,DIAFRAGMA TOOP ECONOMICO PHILLIPS
1820,DIAFRAGMA TURBOBLENDER,135,120,71.82,110,100,116.38,103.45,61.91,94.83,86.21,DIAFRAGMA TURBOBLENDER
1816,DIAFRAGMA WAVE HAMILTON,125,110,65.2,100,95,107.76,94.83,56.21,86.21,81.9,DIAFRAGMA WAVE HAMILTON
1815,DIAFRAGMA WAVE STATION HAMILTON,135,120,71.82,110,100,116.38,103.45,61.91,94.83,86.21,DIAFRAGMA WAVE STATION HAMILTON
1929,EMPAQUE PARA NB BLANCO,25,15,9.5,15,15,21.55,12.93,8.19,12.93,12.93,EMPAQUE PARA NB BLANCO
1928,EMPAQUE PARA NB GRIS,30,20,15.23,20,20,25.86,17.24,13.13,17.24,17.24,EMPAQUE PARA NB GRIS
1679,EMPAQUE VASO LIQ OSTER,40,30,,25,20,34.48,25.86,,21.55,17.24,EMPAQUE VASO LIQ OSTER
1939,INTERRUPTOR DE SEGURIDAD NB,60,50,29.4,45,40,51.72,43.1,25.34,38.79,34.48,INTERRUPTOR DE SEGURIDAD NB
1940,JUEGO DE CARBONES NB,30,25,7.36,20,15,25.86,21.55,6.34,17.24,12.93,JUEGO DE CARBONES NB
1457,PORTA VASO 5 COST. SIRVE OSTER,60,45,20.08,40,35,51.72,38.79,17.31,34.48,30.17,PORTA VASO 5 COST. SIRVE OSTER
1479,PORTAVASO 3 COSTILLAS OSTER GEN,70,50,,0,0,60.34,43.1,,0,0,PORTAVASO 3 COSTILLAS OSTER GEN
2059,PORTAVASO DIGITAL GRANDE B&D,90,80,50.93,75,70,77.59,68.97,43.91,64.66,60.34,PORTAVASO DIGITAL GRANDE B&D
2058,PORTAVASO DIGITAL MEDIANO B&D,90,75,46.73,70,65,77.59,64.66,40.28,60.34,56.03,PORTAVASO DIGITAL MEDIANO B&D
2055,"PORTAVASO ENT, CHICA CRUSH MASTER",60,45,23.1,40,35,51.72,38.79,19.91,34.48,30.17,"PORTAVASO ENT, CHICA CRUSH MASTER"
2057,PORTAVASO ENT. GRANDE CRUSH MASTER,60,45,23.1,40,35,51.72,38.79,19.91,34.48,30.17,PORTAVASO ENT. GRANDE CRUSH MASTER
2159,TAPA CUADRADA CON TAPON PARA LICUADORA OSTER,90,70,21,60,50,77.59,60.34,18.1,51.72,43.1,TAPA CUADRADA CON TAPON PARA LICUADORA OSTER
1849,TAPA VASO LICUADORA OSTER CUADRADA,100,80,19.65,70,65,86.21,68.97,16.94,60.34,56.03,TAPA VASO LICUADORA OSTER CUADRADA
1921,TAPA VASO LICUADORA OSTER REDONDA,100,80,21.7,70,65,86.21,68.97,18.71,60.34,56.03,TAPA VASO LICUADORA OSTER REDONDA
2063,VASO ARMADO IRROMPIBLE TIPO HAMILTON,220,180,106.1,165,150,189.66,155.17,91.47,142.24,129.31,VASO ARMADO IRROMPIBLE TIPO HAMILTON
2056,VASO B&D ALTO ENTRADA GRANDE,150,120,42,100,80,129.31,103.45,36.21,86.21,68.97,VASO B&D ALTO ENTRADA GRANDE
W10555711,VASO C/ DIAFRAGMA BASE REDONDA W10555711,2100,2000,1732.5,2000,2000,1810.34,1724.14,1493.53,1724.14,1724.14,VASO C/ DIAFRAGMA BASE REDONDA W10555711
1848,VASO COMPLETO CON TAPA CUADRADA VITAMIX,900,830,559.62,770,720,775.86,715.52,482.43,663.79,620.69,VASO COMPLETO CON TAPA CUADRADA VITAMIX
1416,VASO DE VIDRIO CUADRADO OSTER,190,120,70.4,88.3,77.07,163.79,103.45,60.69,76.12,66.44,VASO DE VIDRIO CUADRADO OSTER
